Credential ID,Name,Type,Business Name,DBA,Full Credential Code,Credential Type,Credential Number,Credential Subcategory,Credential,Status,Status Reason,Active,Issue Date,Effective Date,Expiration Date,Address,City,State,Zip Code,Date Record Refreshed ,Location
1067710,SHARON HEALTH CARE CENTER,LIMITED LIABILITY COMPANY,SHARON HEALTH CARE CENTER,SHARON HEALTH CARE CENTER,CCNH.0002382,CCNH,2382,,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,CURRENT,1,04/10/2012 12:00:00 AM,04/01/2022 12:00:00 AM,03/31/2024 12:00:00 AM,27 HOSPITAL HILL RD,SHARON,CT,60692095,08/30/2023 12:00:00 AM,POINT (-73.48010196 41.877937015)
930765,BIRMINGHAM HEALTH CENTER,BUSINESS,BIRMINGHAM HEALTH CENTER,BIRMINGHAM HEALTH CENTER,CCNH.002236C,CCNH,2236C,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,10/01/2009 12:00:00 AM,10/01/2017 12:00:00 AM,09/30/2019 12:00:00 AM,210 CHATFIELD ST,DERBY,CT,64181150,10/22/2021 12:00:00 AM,POINT (-73.096040978 41.338660997)
930084,CONNECTICUT EYE SURGERY CENTER SOUTH L.L.C.,LIMITED LIABILITY COMPANY,CONNECTICUT EYE SURGERY CENTER SOUTH L.L.C.,CONNECTICUT EYE SURGERY CENTER SOUTH L.L.C.,ASC.0000277,ASC,277,,Out-Patient Surgical Facility,ACTIVE,CURRENT,1,01/01/2010 12:00:00 AM,01/01/2024 12:00:00 AM,12/31/2025 12:00:00 AM,60 WELLINGTON RD,MILFORD,CT,64611677,12/13/2023 12:00:00 AM,POINT (-73.073735979 41.254238007)
2247572,QUEST DIAGNOSTICS LLC,LIMITED LIABILITY COMPANY,QUEST DIAGNOSTICS LLC,QUEST DIAGNOSTICS LLC,CLAB.0000856,CLAB,856,,Clinical Laboratory,ACTIVE,CURRENT,1,04/29/2013 12:00:00 AM,07/01/2023 12:00:00 AM,06/30/2025 12:00:00 AM,60 WESTWOOD AVE,WATERBURY,CT,67082460,06/07/2023 12:00:00 AM,POINT (-73.063698985 41.561137997)
1259702,"STAMFORD ASC, LLC",LIMITED LIABILITY COMPANY,"STAMFORD ASC, LLC","STAMFORD ASC, LLC",ASC.0000343,ASC,343,,Out-Patient Surgical Facility,INACTIVE,INACTIVE,0,12/19/2014 12:00:00 AM,12/15/2014 12:00:00 AM,09/30/2016 12:00:00 AM,1275 SUMMER ST,STAMFORD,CT,69055359,08/24/2016 12:00:00 AM,POINT (-73.541461012 41.062001992)
2247802,CUTANEOUS PATHOLOGY ASSOCIATES,BUSINESS,CUTANEOUS PATHOLOGY ASSOCIATES,CUTANEOUS PATHOLOGY ASSOCIATES,CLAB.0000706,CLAB,706,,Clinical Laboratory,CLOSED,CLOSED,0,01/14/2015 12:00:00 AM,04/01/2019 12:00:00 AM,03/31/2021 12:00:00 AM,6 FOREST PARK DR,FARMINGTON,CT,60321480,05/26/2022 12:00:00 AM,POINT (-72.839750229 41.73683135)
929531,PARADIGM HEALTHCARE CENTER OF NORWALK LLC,BUSINESS,PARADIGM HEALTHCARE CENTER OF NORWALK LLC,"PARADIGM HEALTHCARE CENTER OF NORWALK, LLC",CCNH.0002352,CCNH,2352,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,07/01/2009 12:00:00 AM,07/01/2011 12:00:00 AM,06/30/2013 12:00:00 AM,23 Prospect Avenue,NORWALK,CT,6850,07/02/2013 12:00:00 AM,POINT (-73.421426962 41.114044013)
973975,"AURORA SENIOR LIVING OF CROMWELL, LLC",LIMITED LIABILITY COMPANY,"AURORA SENIOR LIVING OF CROMWELL, LLC","AURORA SENIOR LIVING OF CROMWELL, LLC",CCRH.0002365,CCRH,2365,,Chronic & Convalescent Nursing Homes and Rest Home with Nursing Supervision,CLOSED,CLOSED,0,11/03/2010 12:00:00 AM,10/01/2014 12:00:00 AM,09/30/2016 12:00:00 AM,385 MAIN ST,CROMWELL,CT,64162308,10/14/2021 12:00:00 AM,POINT (-72.64645646 41.601098799)
2511560,Quest Diagnostics LLC,LIMITED LIABILITY COMPANY,Quest Diagnostics LLC,Quest Diagnostics LLC,CLAB.0001099,CLAB,1099,,Clinical Laboratory,ACTIVE,CURRENT,1,,07/31/2023 12:00:00 AM,09/30/2025 12:00:00 AM,99 Executive Blvd,Southington,CT,6489,08/14/2023 12:00:00 AM,POINT (-72.900507018 41.613792987)
2488353,Quest Diagnostics,LIMITED LIABILITY COMPANY,Quest Diagnostics,Quest Diagnostics,CLAB.0001094,CLAB,1094,,Clinical Laboratory,ACTIVE,ACTIVE,1,06/12/2023 12:00:00 AM,06/12/2023 12:00:00 AM,06/30/2025 12:00:00 AM,930 North Colony Road,Wallingford,CT,6492,01/11/2024 12:00:00 AM,POINT (-72.807166983 41.483966988)
1003885,ATRIA HAMILTON HEIGHTS,LIMITED LIABILITY COMPANY,ATRIA HAMILTON HEIGHTS,ATRIA HAMILTON HEIGHTS,ALSA.0000160,ALSA,160,,Assisted Living Service Agency,CLOSED,CLOSED,0,06/22/2011 12:00:00 AM,04/01/2021 12:00:00 AM,03/31/2023 12:00:00 AM,FERN STREET AT ONE HAMILTON HEIGHTS DRIVE,WEST HARTFORD,CT,6119,02/23/2022 12:00:00 AM,POINT (-72.724419996 41.769940006)
1457198,BRIDGES BY EPOCH AT NORWALK,LIMITED LIABILITY COMPANY,BRIDGES BY EPOCH AT NORWALK,BRIDGES BY EPOCH AT NORWALK,ALSA.0000190,ALSA,190,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/19/2017 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,123 RICHARDS AVE,NORWALK,CT,68541611,08/16/2023 12:00:00 AM,POINT (-73.452320981 41.097435984)
930810,GROVE MANOR NURSING HOME INC,CORPORATION,GROVE MANOR NURSING HOME INC,"GROVE MANOR NURSING HOME, INC",CCNH.000494C,CCNH,494C,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,07/01/2008 12:00:00 AM,07/01/2020 12:00:00 AM,06/30/2022 12:00:00 AM,145 GROVE ST,WATERBURY,CT,67102202,11/18/2022 12:00:00 AM,POINT (-73.04116801 41.559666009)
2291666,WATERSTONE ON HIGH RIDGE,LIMITED LIABILITY COMPANY,WATERSTONE ON HIGH RIDGE,WATERSTONE ON HIGH RIDGE,ALSA.0000232,ALSA,232,,Assisted Living Service Agency,ACTIVE IN RENEWAL,CURRENT,1,01/25/2022 12:00:00 AM,01/25/2022 12:00:00 AM,12/31/2023 12:00:00 AM,215 HIGH RIDGE RD,STAMFORD,CT,69053417,10/25/2023 12:00:00 AM,POINT (-73.5499182 41.078747421)
2246028,QUEST DIAGNOSTICS,LIMITED LIABILITY COMPANY,QUEST DIAGNOSTICS,Quest Diagnostics LLC,CLAB.0000963,CLAB,963,,Clinical Laboratory,CLOSED,CLOSED,0,10/04/2018 12:00:00 AM,01/01/2023 12:00:00 AM,12/31/2024 12:00:00 AM,118 NEW LONDON TPKE,NORWICH,CT,6360,02/27/2023 12:00:00 AM,POINT (-72.095988985 41.540598018)
1518501,ATRIA LITCHFIELD HILLS,LIMITED LIABILITY COMPANY,ATRIA LITCHFIELD HILLS,ATRIA LITCHFIELD HILLS,ALSA.0000192,ALSA,192,,Assisted Living Service Agency,INACTIVE,,0,,,,376 GOSHEN RD,TORRINGTON,CT,67902722,05/29/2018 12:00:00 AM,POINT (-73.15444858 41.820813074)
1532874,"RESIDENCE AT SUMMER STREET, THE",LIMITED LIABILITY COMPANY,"RESIDENCE AT SUMMER STREET, THE","RESIDENCE AT SUMMER STREET, THE",ALSA.0000200,ALSA,200,,Assisted Living Service Agency,ACTIVE,CURRENT,1,07/30/2018 12:00:00 AM,07/01/2022 12:00:00 AM,06/30/2024 12:00:00 AM,14 2ND ST,STAMFORD,CT,69055151,11/08/2022 12:00:00 AM,POINT (-73.542312027 41.063895003)
1520434,COMMONS OF NEWTOWN THE,LIMITED LIABILITY COMPANY,COMMONS OF NEWTOWN THE,COMMONS OF NEWTOWN THE,ALSA.0000197,ALSA,197,,Assisted Living Service Agency,ACTIVE IN RENEWAL,CURRENT,1,06/11/2018 12:00:00 AM,04/01/2022 12:00:00 AM,03/31/2024 12:00:00 AM,139 TODDY HILL ROAD,NEWTOWN,CT,6470,07/19/2022 12:00:00 AM,POINT (-73.255222958 41.382851019)
929525,CROMWELL HEALTHCARE & REHABILITATION CENTER,BUSINESS,CROMWELL HEALTHCARE & REHABILITATION CENTER,CROMWELL HEALTHCARE & REHABILITATION CENTER,CCRH.0002341,CCRH,2341,,Chronic & Convalescent Nursing Homes and Rest Home with Nursing Supervision,INACTIVE,INACTIVE,0,08/01/2008 12:00:00 AM,08/01/2008 12:00:00 AM,09/30/2010 12:00:00 AM,385 Main Street,CROMWELL,CT,6416,05/18/2010 12:00:00 AM,POINT (-72.64645646 41.601098799)
930519,HARTFORD HOSPITAL EYE SURGERY CENTER,BUSINESS,HARTFORD HOSPITAL EYE SURGERY CENTER,"CONSTITUTION EYE SURGERY CENTER, LLC",ASC.0000164,ASC,164,,Out-Patient Surgical Facility,CLOSED,CLOSED,0,10/01/2009 12:00:00 AM,10/01/2009 12:00:00 AM,09/30/2011 12:00:00 AM,505 WILLARD AVE,NEWINGTON,CT,61112650,02/18/2011 12:00:00 AM,POINT (-72.736806019 41.704131002)
2237610,"DERMATOPATHOLOGY LAB OF NEW ENGLAND, PC",LIMITED LIABILITY COMPANY,"DERMATOPATHOLOGY LAB OF NEW ENGLAND, PC","DERMATOPATHOLOGY LAB OF NEW ENGLAND, PC",CLAB.0000562,CLAB,562,,Clinical Laboratory,ACTIVE,CURRENT,1,06/10/2003 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,140 GREEN RD,MERIDEN,CT,64506612,09/30/2023 12:00:00 AM,POINT (-72.80086002 41.515388019)
930520,"BISHOP WICKE HEALTH AND REHABILITATION CENTER, INC.",NON-PROFIT CORPORATION,"BISHOP WICKE HEALTH AND REHABILITATION CENTER, INC.","BISHOP WICKE HEALTH AND REHABILITATION CENTER, INC.",CCNH.000812C,CCNH,812C,,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,CURRENT,1,01/01/2010 12:00:00 AM,01/01/2022 12:00:00 AM,12/31/2023 12:00:00 AM,584 LONG HILL AVE,SHELTON,CT,64844810,12/27/2023 12:00:00 AM,POINT (-73.097487024 41.282153014)
2227718,CHESHIRE SURGERY CENTER,LIMITED LIABILITY COMPANY,CHESHIRE SURGERY CENTER,CHESHIRE SURGERY CENTER,ASC.0000372,ASC,372,,Out-Patient Surgical Facility,ACTIVE,CURRENT,1,06/21/2021 12:00:00 AM,04/01/2023 12:00:00 AM,03/31/2025 12:00:00 AM,765 W JOHNSON AVENUE,CHESHIRE,CT,6410,06/15/2023 12:00:00 AM,POINT (-72.921988998 41.556206002)
2246071,PEDIATRIC HEALTHCARE ASSOCIATES,CORPORATION,PEDIATRIC HEALTHCARE ASSOCIATES,PEDIATRIC HEALTHCARE ASSOCIATES,CLAB.0001029,CLAB,1029,,Clinical Laboratory,ACTIVE,CURRENT,1,09/01/2020 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,99 HAWLEY LN,STRATFORD,CT,66141201,09/30/2023 12:00:00 AM,POINT (-73.148391998 41.230336005)
2251556,NEW MILFORD HOSPITAL LABORATORY,NON-PROFIT CORPORATION,NEW MILFORD HOSPITAL LABORATORY,NEW MILFORD HOSPITAL LABORATORY,CLAB.00HP228,CLAB,HP228,,Clinical Laboratory,ACTIVE,CURRENT,1,07/01/2023 12:00:00 AM,07/01/2023 12:00:00 AM,06/30/2025 12:00:00 AM,21 ELM ST,NEW MILFORD,CT,67762915,07/27/2023 12:00:00 AM,POINT (-73.409513009 41.58192298)
1328376,"WINDSOR HEALTH AND REHABILITATION CENTER, LLC",LIMITED LIABILITY COMPANY,"WINDSOR HEALTH AND REHABILITATION CENTER, LLC","WINDSOR HEALTH AND REHABILITATION CENTER, LLC",CCNH.0002418,CCNH,2418,,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,CURRENT,1,01/12/2016 12:00:00 AM,01/01/2022 12:00:00 AM,12/31/2023 12:00:00 AM,581 POQUONOCK AVE,WINDSOR,CT,60952202,12/12/2023 12:00:00 AM,POINT (-72.660536986 41.869022987)
2252066,SHARON HOSPITAL LABORATORY,CORPORATION,SHARON HOSPITAL LABORATORY,SHARON HOSPITAL LABORATORY,CLAB.00HP365,CLAB,HP365,,Clinical Laboratory,ACTIVE,CURRENT,1,08/01/2017 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,50 HOSPITAL HILL RD,SHARON,CT,6069,09/30/2023 12:00:00 AM,POINT (-73.481587988 41.880554013)
930651,GLADEVIEW HEALTH CARE CENTER,CORPORATION,GLADEVIEW HEALTH CARE CENTER,GLADEVIEW HEALTH CARE CTR,CCNH.002024C,CCNH,2024C,,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,CURRENT,1,04/01/2008 12:00:00 AM,04/01/2022 12:00:00 AM,03/31/2024 12:00:00 AM,60 BOSTON POST RD,OLD SAYBROOK,CT,64751503,03/24/2023 12:00:00 AM,POINT (-72.361708978 41.311582002)
2243861,"ESOTERIX GENETIC LABORATORIES, LLC",LIMITED LIABILITY COMPANY,"ESOTERIX GENETIC LABORATORIES, LLC","ESOTERIX GENETIC LABORATORIES, LLC",CLAB.0000898,CLAB,898,,Clinical Laboratory,ACTIVE,CURRENT,1,09/07/2018 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,3 FOREST PKWY,SHELTON,CT,64846122,09/05/2023 12:00:00 AM,POINT (-73.107646063 41.286916087)
2570074,MERIDEN HEALTH AND REHAB,LIMITED LIABILITY COMPANY,MERIDEN HEALTH AND REHAB,MERIDEN HEALTH AND REHAB,CCNH,CCNH,,,Chronic & Convalescent Nursing Home,PENDING,APPLICATION PENDING,0,,,,360 BROAD ST STE 1,MERIDEN,CT,64505843,01/16/2024 12:00:00 AM,POINT (-72.796702009 41.530912016)
2236197,QUEST DIAGNOSTICS,LIMITED LIABILITY COMPANY,QUEST DIAGNOSTICS,QUEST DIAGNOSTICS LLC,CLAB.0000097,CLAB,97,,Clinical Laboratory,ACTIVE,CURRENT,1,01/19/1993 12:00:00 AM,04/01/2023 12:00:00 AM,03/31/2025 12:00:00 AM,21 WOODLAND STREET,HARTFORD,CT,61054318,05/24/2023 12:00:00 AM,POINT (-72.702456979 41.769027008)
929674,NORTH HAVEN SURGERY CENTER LLC,LIMITED LIABILITY COMPANY,NORTH HAVEN SURGERY CENTER LLC,"NORTH HAVEN SURGERY CENTER, LLC",ASC.0000306,ASC,306,,Out-Patient Surgical Facility,ACTIVE,CURRENT,1,04/01/2009 12:00:00 AM,04/01/2023 12:00:00 AM,03/31/2025 12:00:00 AM,52 WASHINGTON AVE STE A,NORTH HAVEN,CT,64731724,03/16/2023 12:00:00 AM,POINT (-72.858314027 41.391424994)
2260113,INTEGRATED DERMATOLOGY OF VERNON,LIMITED LIABILITY PARTNERSHIP,INTEGRATED DERMATOLOGY OF VERNON,INTEGRATED DERMATOLOGY OF VERNON,CLAB.0001064,CLAB,1064,,Clinical Laboratory,APPROVED,CURRENT,1,03/01/2022 12:00:00 AM,04/01/2024 12:00:00 AM,03/31/2026 12:00:00 AM,357 HARTFORD TPKE FL 2,VERNON ROCKVILLE,CT,60664838,01/08/2024 12:00:00 AM,POINT (-72.48744398 41.82807102)
930143,TOUCHPOINTS AT FARMINGTON,LIMITED LIABILITY COMPANY,TOUCHPOINTS AT FARMINGTON,TOUCHPOINTS AT FARMINGTON,CCNH.0002288,CCNH,2288,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,10/01/2009 12:00:00 AM,10/01/2021 12:00:00 AM,09/30/2023 12:00:00 AM,20 SCOTT SWAMP RD,FARMINGTON,CT,60322825,12/29/2023 12:00:00 AM,POINT (-72.845165 41.705042995)
2246854,QUEST DIAGNOSTICS,BUSINESS,QUEST DIAGNOSTICS,QUEST DIAGNOSTICS,CLAB.0000732,CLAB,732,,Clinical Laboratory,CLOSED,CLOSED,0,04/15/2016 12:00:00 AM,07/01/2020 12:00:00 AM,06/30/2022 12:00:00 AM,999 SILVER LN STE 2A,TRUMBULL,CT,66115343,11/29/2021 12:00:00 AM,POINT (-73.154949999 41.229966991)
930895,JEFFERSON HOUSE,NON-PROFIT CORPORATION,JEFFERSON HOUSE,JEFFERSON HOUSE,CCNH.000993C,CCNH,993C,,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,CURRENT,1,04/01/2010 12:00:00 AM,04/01/2022 12:00:00 AM,03/31/2024 12:00:00 AM,1 JOHN H STEWART DR,NEWINGTON,CT,61113126,07/05/2023 12:00:00 AM,POINT (-72.714200026 41.695505018)
969873,CT FERTILITY P.C.,CORPORATION,CT FERTILITY P.C.,CT FERTILITY P.C.,ASC.0000332,ASC,332,,Out-Patient Surgical Facility,CLOSED,CLOSED,0,10/06/2010 12:00:00 AM,10/01/2014 12:00:00 AM,09/30/2016 12:00:00 AM,4920 MAIN ST STE 306,BRIDGEPORT,CT,66061300,08/01/2016 12:00:00 AM,POINT (-73.218237978 41.226866986)
1003737,ATRIA DARIEN,LIMITED LIABILITY COMPANY,ATRIA DARIEN,ATRIA DARIEN,ALSA.0000158,ALSA,158,,Assisted Living Service Agency,ACTIVE,CURRENT,1,06/22/2011 12:00:00 AM,04/01/2023 12:00:00 AM,03/31/2025 12:00:00 AM,50 LEDGE RD,DARIEN,CT,68204439,02/10/2023 12:00:00 AM,POINT (-73.483637028 41.072411016)
930554,KINDRED NURSING CENTERS EAST L.L.C.,BUSINESS,KINDRED NURSING CENTERS EAST L.L.C.,KINDRED TRANSITIONAL CARE AND REHABILITATION-PARKWAY PAVILION,CCNH.002213C,CCNH,2213C,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,04/01/2008 12:00:00 AM,04/01/2014 12:00:00 AM,03/31/2016 12:00:00 AM,1157 ENFIELD ST,ENFIELD,CT,60824367,11/05/2014 12:00:00 AM,POINT (-72.591631037 41.986734998)
2509869,ST. JOSEPH'S CENTER,LIMITED LIABILITY COMPANY,ST. JOSEPH'S CENTER,ST.. JOSEPH'S CENTER,CCNH,CCNH,,,Chronic & Convalescent Nursing Home,PENDING,APPLICATION PENDING,0,,,,6448 MAIN ST,TRUMBULL,CT,66112075,07/24/2023 12:00:00 AM,POINT (-73.226691966 41.27400002)
2247586,CONNECTICUT DERMATOLOGY GROUP PC,CORPORATION,CONNECTICUT DERMATOLOGY GROUP PC,CONNECTICUT DERMATOLOGY GROUP PC,CLAB.0000866,CLAB,866,,Clinical Laboratory,CLOSED,CLOSED,0,02/27/2014 12:00:00 AM,04/01/2022 12:00:00 AM,03/31/2024 12:00:00 AM,233 BROAD ST,MILFORD,CT,64603235,01/31/2023 12:00:00 AM,POINT (-73.063638971 41.219610982)
930712,ROBBINS EYE CENTER PC,CORPORATION,ROBBINS EYE CENTER PC,"ROBBINS EYE CENTER, PC",ASC.0000162,ASC,162,,Out-Patient Surgical Facility,INACTIVE,INACTIVE,0,04/01/2009 12:00:00 AM,04/01/2015 12:00:00 AM,03/31/2017 12:00:00 AM,4695 MAIN ST,BRIDGEPORT,CT,66061802,01/20/2017 12:00:00 AM,POINT (-73.218236485 41.223493783)
930882,APPLE REHAB ROCKY HILL,CORPORATION,APPLE REHAB ROCKY HILL,APPLE REHAB ROCKY HILL,CCNH.002006C,CCNH,2006C,,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,CURRENT,1,10/01/2009 12:00:00 AM,10/01/2021 12:00:00 AM,09/30/2023 12:00:00 AM,45 ELM ST,ROCKY HILL,CT,60672305,09/06/2023 12:00:00 AM,POINT (-72.641606039 41.665441017)
928969,SHR SURGICAL CENTER LIMITED PARTNERSHIP,BUSINESS,SHR SURGICAL CENTER LIMITED PARTNERSHIP,STAMFORD SURGICAL CENTER,ASC.0000273,ASC,273,,Out-Patient Surgical Facility,INACTIVE,,0,08/30/2002 12:00:00 AM,08/30/2002 12:00:00 AM,06/30/2004 12:00:00 AM,32 Strawberry Hill Court,Stamford,CT,6902,05/18/2010 12:00:00 AM,POINT (-73.534778959 41.064564004)
930918,TWIN MAPLES HEALTH CARE FACILITY,CORPORATION,TWIN MAPLES HEALTH CARE FACILITY,TWIN MAPLES HEALTH CARE FACILITY,CCNH.0002315,CCNH,2315,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,10/01/2009 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,809 NEW HAVEN RD # R,DURHAM,CT,64222412,08/11/2023 12:00:00 AM,POINT (-72.719391022 41.437882991)
929202,CONVERSION DATA,BUSINESS,CONVERSION DATA,"MATTATUCK EXTENDED CARE, INC",CCNH.002021C,CCNH,2021C,,Chronic & Convalescent Nursing Home,INACTIVE,,0,,,06/30/1996 12:00:00 AM,21 CLIFF ST,WATERBURY,CT,6710,05/18/2010 12:00:00 AM,POINT (-73.046298992 41.560961013)
1253378,CROSSINGS WEST HEALTH AND REHABILITATION CENTER,LIMITED LIABILITY COMPANY,CROSSINGS WEST HEALTH AND REHABILITATION CENTER,CROSSINGS WEST HEALTH AND REHABILITATION CENTER,CCNH.0002393,CCNH,2393,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,11/04/2014 12:00:00 AM,10/01/2016 12:00:00 AM,09/30/2018 12:00:00 AM,89 VIETS ST,NEW LONDON,CT,63203355,11/01/2016 12:00:00 AM,POINT (-72.111165008 41.338387998)
929718,SENIORS' CHOICE AT LAKE WHITNEY,BUSINESS,SENIORS' CHOICE AT LAKE WHITNEY,SENIORS' CHOICE AT LAKE WHITNEY,ALSA.0AL0040,ALSA,AL0040,,Assisted Living Service Agency,INACTIVE,,0,01/01/2001 12:00:00 AM,01/01/2001 12:00:00 AM,12/31/2002 12:00:00 AM,1450 WHITNEY AVENUE,HAMDEN,CT,6517,05/18/2010 12:00:00 AM,POINT (-72.914399017 41.353448015)
930563,VILLAGE GREEN OF BRISTOL REHABILITATION AND HEALTH CENTER,BUSINESS,VILLAGE GREEN OF BRISTOL REHABILITATION AND HEALTH CENTER,VILLAGE GREEN OF BRISTOL REHABILITATION AND HEALTH CENTER,CCNH.002224C,CCNH,2224C,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,04/01/2009 12:00:00 AM,04/01/2015 12:00:00 AM,03/31/2017 12:00:00 AM,23 FAIR ST,BRISTOL,CT,60105531,10/15/2021 12:00:00 AM,POINT (-72.902569667 41.679887355)
930661,VALERIE MANOR,CORPORATION,VALERIE MANOR,VALERIE MANOR,CCNH.001070C,CCNH,1070C,,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,CURRENT,1,10/01/2009 12:00:00 AM,10/01/2021 12:00:00 AM,09/30/2023 12:00:00 AM,1360 TORRINGFORD ST,TORRINGTON,CT,67903140,01/22/2024 12:00:00 AM,POINT (-73.077436002 41.82715999)
930671,JEWISH HOME FOR THE AGED INC.,BUSINESS,JEWISH HOME FOR THE AGED INC.,"JEWISH HOME FOR THE AGED, INC.",CCNH.000032C,CCNH,32C,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,04/01/2009 12:00:00 AM,04/01/2011 12:00:00 AM,03/31/2013 12:00:00 AM,169 DAVENPORT AVE,NEW HAVEN,CT,6519,02/16/2022 12:00:00 AM,POINT (-72.939176007 41.302891016)
2245000,HARTFORD HEALTHCARE CANCER INSTITUTE AT BACKUS HOSPITAL,NON-PROFIT CORPORATION,HARTFORD HEALTHCARE CANCER INSTITUTE AT BACKUS HOSPITAL,HARTFORD HEALTHCARE CANCER INSTITUTE AT BACKUS HOSPITAL,CLAB.0000922,CLAB,922,,Clinical Laboratory,ACTIVE,CURRENT,1,08/15/2018 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,584 NORWICH RD,PLAINFIELD,CT,63741727,09/08/2022 12:00:00 AM,POINT (-71.914333258 41.680822684)
929740,LEXINGTON HEALTHCARE GROUP INC.,BUSINESS,LEXINGTON HEALTHCARE GROUP INC.,POND POINT HEALTH CARE CENTER,CCNH.002190C,CCNH,2190C,,Chronic & Convalescent Nursing Home,INACTIVE,,0,07/01/2001 12:00:00 AM,07/01/2001 12:00:00 AM,06/30/2003 12:00:00 AM,60 Platt Street,MILFORD,CT,6460,05/18/2010 12:00:00 AM,POINT (-73.02045365 41.207961196)
1462180,"CONSTITUTION SURGERY CENTER EAST, LLC",LIMITED LIABILITY COMPANY,"CONSTITUTION SURGERY CENTER EAST, LLC","CONSTITUTION SURGERY CENTER EAST, LLC",ASC.0000357,ASC,357,,Out-Patient Surgical Facility,ACTIVE,CURRENT,1,11/20/2017 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,140 CROSS RD,WATERFORD,CT,63851215,10/05/2023 12:00:00 AM,POINT (-72.163038008 41.377971997)
2243900,GREENWICH DEPT OF HEALTH LABORATORY,MUNICIPALITY,GREENWICH DEPT OF HEALTH LABORATORY,TOWN of GREENWICH DEPT OF HEALTH LABORATORY,CLAB.0000971,CLAB,971,,Clinical Laboratory,INACTIVE,INACTIVE,0,03/29/2004 12:00:00 AM,07/01/2020 12:00:00 AM,05/22/2022 12:00:00 AM,101 FIELD POINT RD,GREENWICH,CT,68306463,11/08/2022 12:00:00 AM,POINT (-73.629075034 41.024947986)
2268714,NEW HAVEN CENTER FOR NURSING & REHABILITATION LLC,LIMITED LIABILITY COMPANY,NEW HAVEN CENTER FOR NURSING & REHABILITATION LLC,NEW HAVEN CENTER FOR NURSING & REHABILITATION LLC,CCNH.0002465,CCNH,2465,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,11/07/2021 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,181 CLIFTON ST,NEW HAVEN,CT,65133319,01/19/2024 12:00:00 AM,POINT (-72.878596975 41.309075016)
928945,SENIORS' CHOICE AT CROSS ROAD,BUSINESS,SENIORS' CHOICE AT CROSS ROAD,SENIORS' CHOICE AT CROSS ROAD,ALSA.AL-0051,ALSA,AL-0051,,Assisted Living Service Agency,INACTIVE,,0,04/07/2000 12:00:00 AM,04/07/2000 12:00:00 AM,03/31/2002 12:00:00 AM,1 Beechwood Drive,Waterford,CT,6385,05/18/2010 12:00:00 AM,POINT (-72.15750182 41.366619473)
1329552,BRIGHTVIEW ON NEW CANAAN,LIMITED LIABILITY COMPANY,BRIGHTVIEW ON NEW CANAAN,BRIGHTVIEW ON NEW CANAAN,ALSA.0000177,ALSA,177,,Assisted Living Service Agency,ACTIVE,CURRENT,1,01/22/2016 12:00:00 AM,01/01/2024 12:00:00 AM,12/31/2025 12:00:00 AM,162 NEW CANAAN AVE,NORWALK,CT,68501916,01/09/2024 12:00:00 AM,POINT (-73.439212019 41.129809996)
1278854,CIVITA CARE CENTER AT LONG RIDGE,LIMITED LIABILITY PARTNERSHIP,CIVITA CARE CENTER AT LONG RIDGE,CIVITA CARE CENTER AT LONG RIDGE,CCNH.0002408,CCNH,2408,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,04/01/2015 12:00:00 AM,04/01/2023 12:00:00 AM,03/31/2025 12:00:00 AM,710 LONG RIDGE RD,STAMFORD,CT,69021226,07/24/2023 12:00:00 AM,POINT (-73.563274999 41.093524988)
