Year,Town,Residential Type,Serial Number,List Year,Date Recorded,Address,Assessed Value,Sale Amount,Sales Ratio,Location,Lat,Long,BusinessEstablishment,EmploymentData,EmploymentWages,UnemploymentRates
2014,Farmington,Single Family,14025,2014,2014-10-16,36 GARDEN ST,252460.0,327500.0,0.77,POINT (-72.82821 41.72593),-72.82821,41.72593,"1,299","30,647",60086,4.8
2015,Meriden,Single Family,140329,2014,2015-04-21,545 SO CURTIS ST,96250.0,58900.0,1.63,POINT (-72.79988 41.51646),-72.79988,41.51646,"1,317","21,733",46089,6.9
2015,Danbury,Condo,140599,2014,2015-06-01,8 ROSE LANE #10-1,73800.0,99900.0,0.74,POINT (-73.45603 41.42129),-73.45603,41.42129,"2,686","44,413",57431,4.6
2015,Greenwich,Single Family,140585,2014,2015-05-20,4 REVERE RD,567140.0,998000.0,0.57,POINT (-73.57748 41.05383),-73.57748,41.05383,"4,077","35,085",118309,4.1
2015,Milford,Single Family,14676,2014,2015-07-10,430 GULF ST,438490.0,655000.0,0.67,POINT (-73.04696 41.21313),-73.04696,41.21313,"2,065","28,203",45847,5
2015,Bristol,Single Family,140332,2014,2015-04-02,54 WEST WASHINGTON ST,166460.0,240000.0,0.69,POINT (-72.90824 41.677),-72.90824,41.677,"1,263","22,303",61081,6.4
2015,Meriden,Condo,140343,2014,2015-04-28,55 ESSEX CT,83930.0,104900.0,0.8,POINT (-72.79105 41.50919),-72.79105,41.50919,"1,317","21,733",46089,6.9
2015,Danbury,Condo,140827,2014,2015-08-04,27 CROWS NEST LA #6D,113000.0,65510.0,1.72,POINT (-73.41875 41.39264),-73.41875,41.39264,"2,686","44,413",57431,4.6
2014,Fairfield,Single Family,140039,2014,2014-10-24,102 EASTLAWN STREET,661010.0,1225000.0,0.54,POINT (-73.25725 41.13488),-73.25725,41.13488,"2,386","25,176",58125,5.5
2015,Greenwich,Single Family,141045,2014,2015-09-17,22 CONNECTICUT AVE,452480.0,930000.0,0.49,POINT (-73.62024 41.0309),-73.62024,41.0309,"4,077","35,085",118309,4.1
2015,Farmington,Single Family,14119,2014,2015-01-16,25 SOUTH RIDGE RD,518110.0,500000.0,1.04,POINT (-72.8377173 41.6928601),-72.8377173,41.6928601,"1,306","31,136",64712,4
2015,Milford,Single Family,14818,2014,2015-08-14,198 FOREST RD,250830.0,365000.0,0.69,POINT (-73.04467 41.23812),-73.04467,41.23812,"2,065","28,203",45847,5
2015,Milford,Condo,14284,2014,2015-01-29,821 POPES ISLAND ROAD,197740.0,295000.0,0.67,POINT (-73.10605 41.21815),-73.10605,41.21815,"2,065","28,203",45847,5
2014,Greenwich,Single Family,140043,2014,2014-10-17,180 NORTH STREET,2330440.0,3100000.0,0.75,POINT (-73.3108212 41.3196793),-73.3108212,41.3196793,"4,065","34,996",119108,4.8
2013,Milford,Single Family,13142,2013,2013-11-26,647 NEW HAVEN AVENUE,223690.0,156300.0,1.43,POINT (-73.02693 41.22647),-73.02693,41.22647,"1,980","28,419",45707,7.3
2015,Hamden,Condo,140718,2014,2015-08-26,4 CHARLTON HILL U4,153230.0,119900.0,1.28,POINT (-72.89939 41.39952),-72.89939,41.39952,"1,592","20,300",42724,5.2
2015,Danbury,Single Family,140287,2014,2015-01-13,53 HOLLEY ST EXT,147200.0,144375.0,1.02,POINT (-73.43471 41.4052),-73.43471,41.4052,"2,686","44,413",57431,4.6
2014,Greenwich,Single Family,140229,2014,2014-12-19,46 WILL MERRY LANE,2064160.0,2575000.0,0.8,POINT (-73.65972 41.087),-73.65972,41.087,"4,065","34,996",119108,4.8
2015,Farmington,Single Family,14125,2014,2015-01-30,379 MIDDLE RD,233840.0,60000.0,3.9,POINT (-72.7779479 41.7303379),-72.7779479,41.7303379,"1,306","31,136",64712,4
2014,Milford,Single Family,14031,2014,2014-10-16,92 ROBERT TREAT PKWY,247720.0,375000.0,0.66,POINT (-73.06713 41.21379),-73.06713,41.21379,"2,014","28,298",44556,6
2015,Meriden,Single Family,140200,2014,2015-02-06,538 BROWNSTONE RDG,199080.0,259000.0,0.77,POINT (-72.83298 41.53198),-72.83298,41.53198,"1,317","21,733",46089,6.9
2015,Farmington,Condo,14326,2014,2015-07-13,98 BRADFORD WALK,231200.0,388000.0,0.6,POINT (-72.77488 41.715168),-72.77488,41.715168,"1,306","31,136",64712,4
2015,Greenwich,Single Family,140772,2014,2015-07-01,3 CLOVERLEAF LANE,1589560.0,2315000.0,0.69,POINT (-73.65508 41.08385),-73.65508,41.08385,"4,077","35,085",118309,4.1
2015,Greenwich,Single Family,140375,2014,2015-03-02,2 HIGH STREET,313460.0,399313.0,0.78,POINT (-73.6533818 41.0076739),-73.6533818,41.0076739,"4,077","35,085",118309,4.1
2015,Bristol,Condo,140597,2014,2015-07-21,35 RUTH ST #66,71190.0,75000.0,0.95,POINT (-72.90771 41.69901),-72.90771,41.69901,"1,263","22,303",61081,6.4
2015,Bristol,Single Family,140602,2014,2015-07-23,27 POPLAR ST,95550.0,135000.0,0.71,POINT (-72.91125 41.66816),-72.91125,41.66816,"1,263","22,303",61081,6.4
2014,Stamford,Condo,13518,2013,2014-01-22,95 LAFAYETTE STREET # 9,208020.0,275000.0,0.76,POINT (-73.52714 41.05698),-73.52714,41.05698,"5,668","75,668",104976,5.7
2015,Bristol,Single Family,140419,2014,2015-05-15,1086 BURLINGTON AVE,152700.0,210000.0,0.73,POINT (-72.94515 41.71131),-72.94515,41.71131,"1,263","22,303",61081,6.4
2015,Milford,Single Family,14544,2014,2015-05-29,21 HUNTERS RUN,403230.0,595000.0,0.68,POINT (-73.00813 41.23688),-73.00813,41.23688,"2,065","28,203",45847,5
2014,Bridgeport,Single Family,140058,2014,2014-10-09,601 CLARK STREET,128190.0,105000.0,1.22,POINT (-73.21805 41.20515),-73.21805,41.20515,"2,475","42,966",49042,9.7
2015,Glastonbury,Single Family,14364,2014,2015-06-23,167 SPRING ST,128300.0,155000.0,0.83,POINT (-72.905161 41.5004308),-72.905161,41.5004308,"1,396","16,610",53027,3.8
2015,Greenwich,Single Family,141008,2014,2015-09-04,18 HALSEY DR,486780.0,805000.0,0.6,POINT (-73.5688363 41.0506634),-73.5688363,41.0506634,"4,077","35,085",118309,4.1
2015,Fairfield,Single Family,140904,2014,2015-08-24,213 LYNNBROOK ROAD,291970.0,452126.0,0.65,POINT (-73.22062 41.17908),-73.22062,41.17908,"2,429","25,951",60434,4.8
2015,Bristol,Single Family,140829,2014,2015-09-28,29 IVY DR,125580.0,190000.0,0.66,POINT (-72.9059 41.70529),-72.9059,41.70529,"1,263","22,303",61081,6.4
2015,Greenwich,Single Family,140852,2014,2015-07-24,56 RIVER ROAD,496860.0,1010000.0,0.49,POINT (-73.59401 41.03761),-73.59401,41.03761,"4,077","35,085",118309,4.1
2015,Bristol,Single Family,140207,2014,2015-01-02,50 RIDGE RD,147980.0,190000.0,0.78,POINT (-72.9293 41.66679),-72.9293,41.66679,"1,263","22,303",61081,6.4
2015,Farmington,Single Family,14347,2014,2015-07-29,20 HILLSIDE AV,257640.0,420000.0,0.61,POINT (-72.88857199416256 41.750884541213054),-72.88857199,41.75088454,"1,306","31,136",64712,4
2015,Greenwich,Single Family,141081,2014,2015-09-29,21 BYFIELD LANE,1855630.0,2800000.0,0.66,POINT (-73.6195209 41.0851383),-73.6195209,41.0851383,"4,077","35,085",118309,4.1
2015,Fairfield,Single Family,140562,2014,2015-06-02,134 ROLLING RIDGE ROAD,393750.0,625000.0,0.63,POINT (-73.26321 41.19042),-73.26321,41.19042,"2,429","25,951",60434,4.8
2015,Bridgeport,Single Family,140663,2014,2015-03-02,103 HELEN STREET,58440.0,10000.0,5.84,POINT (-73.17459 41.18774),-73.17459,41.18774,"2,504","43,101",51018,8.3
2015,Bridgeport,Single Family,141039,2014,2015-05-26,70 DEWHIRST AVENUE,138530.0,239000.0,0.58,POINT (-73.21709 41.20432),-73.21709,41.20432,"2,504","43,101",51018,8.3
2015,Farmington,Condo,14369,2014,2015-08-07,31 LITTLEBROOK CROSSING,118280.0,171000.0,0.69,POINT (-72.8727 41.70862),-72.8727,41.70862,"1,306","31,136",64712,4
2014,Milford,Single Family,14176,2014,2014-12-08,14 CLINTON STREET,345560.0,525000.0,0.66,POINT (-72.9932 41.22729),-72.9932,41.22729,"2,014","28,298",44556,6
2014,Hamden,Single Family,140118,2014,2014-12-01,403 CIRCULAR AVE,123620.0,175000.0,0.71,POINT (-72.93699 41.35709),-72.93699,41.35709,"1,555","20,448",41664,6.1
2015,Bridgeport,Condo,141322,2014,2015-07-20,575 GLENDALE AVENUE,84640.0,65000.0,1.3,POINT (-73.22187 41.21083),-73.22187,41.21083,"2,504","43,101",51018,8.3
2015,Milford,Single Family,14497,2014,2015-05-11,12 UNION ST,329720.0,535000.0,0.62,POINT (-73.0583966 41.2172493),-73.0583966,41.2172493,"2,065","28,203",45847,5
2015,Hamden,Single Family,140697,2014,2015-08-18,139 GRANDVIEW AVE,159880.0,195000.0,0.82,POINT (-72.93064 41.35719),-72.93064,41.35719,"1,592","20,300",42724,5.2
2015,Hamden,Single Family,140554,2014,2015-06-30,22 WASHINGTON RD,121590.0,71400.0,1.7,POINT (-72.8973 41.38634),-72.8973,41.38634,"1,592","20,300",42724,5.2
2015,Meriden,Single Family,140820,2014,2015-07-17,38 LYDALE PL,148470.0,182000.0,0.82,POINT (-72.78689 41.53106),-72.78689,41.53106,"1,317","21,733",46089,6.9
2014,Fairfield,Single Family,140040,2014,2014-10-24,229 NICHOLS STREET,297500.0,335000.0,0.89,POINT (-73.26003 41.13782),-73.26003,41.13782,"2,386","25,176",58125,5.5
2015,Farmington,Single Family,14351,2014,2015-07-31,15 SECRETARIAT COURT,210120.0,459995.0,0.46,POINT (-72.8905 41.72225),-72.8905,41.72225,"1,306","31,136",64712,4
2015,Meriden,Condo,140928,2014,2015-08-31,3-19 VILLA EAST EST,114730.0,129000.0,0.89,POINT (-72.80993 41.52619),-72.80993,41.52619,"1,317","21,733",46089,6.9
2015,Fairfield,Single Family,140445,2014,2015-05-01,142 MORITZ PLACE,278040.0,410000.0,0.68,POINT (-73.2454 41.17738),-73.2454,41.17738,"2,429","25,951",60434,4.8
2015,Danbury,Single Family,140590,2014,2015-05-28,4 QUEENS CT,258000.0,421000.0,0.61,POINT (-73.49886 41.43146),-73.49886,41.43146,"2,686","44,413",57431,4.6
2015,Farmington,Single Family,14448,2014,2015-09-30,61 BIRDSEYE RD,215550.0,385000.0,0.56,POINT (-72.80503 41.72203),-72.80503,41.72203,"1,306","31,136",64712,4
2015,Hamden,Single Family,140385,2014,2015-04-27,105 GILBERT AVE,106050.0,172000.0,0.62,POINT (-72.6644549 41.6615302),-72.6644549,41.6615302,"1,592","20,300",42724,5.2
2015,Southbury,Condo,140316,2014,2015-07-14,131 A HERITAGE VILLAGE,85640.0,94000.0,0.91,POINT (-73.22517 41.48986),-73.22517,41.48986,667,"8,218",61262,5.4
2015,Hamden,Single Family,140245,2014,2015-02-04,20 ARCADIA AVE,162400.0,140500.0,1.16,POINT (-72.93618 41.35845),-72.93618,41.35845,"1,592","20,300",42724,5.2
2015,Danbury,Single Family,140554,2014,2015-05-11,49 FARM ST,117100.0,127400.0,0.92,POINT (-73.46565 41.41442),-73.46565,41.41442,"2,686","44,413",57431,4.6
2014,Farmington,Condo,14047,2014,2014-11-03,19 WORTHINGTON DR,263480.0,362000.0,0.73,POINT (-72.84593 41.74217),-72.84593,41.74217,"1,299","30,647",60086,4.8
2015,Fairfield,Single Family,14345,2014,2015-03-23,1100 PEQUOT AVENUE,1788570.0,2750000.0,0.65,POINT (-73.29262 41.12868),-73.29262,41.12868,"2,429","25,951",60434,4.8
2015,Hamden,Single Family,140721,2014,2015-08-27,60 WOODRUFF ST,156660.0,300000.0,0.52,POINT (-72.89666 41.40551),-72.89666,41.40551,"1,592","20,300",42724,5.2
2014,Bridgeport,Condo,140209,2014,2014-11-10,215 CHARLES STREET MULTIPLE UN,580030.0,655000.0,0.89,POINT (-73.19979 41.1946),-73.19979,41.1946,"2,475","42,966",49042,9.7
2015,Milford,Single Family,14562,2014,2015-06-03,293 WEST MAIN ST,219520.0,345000.0,0.64,POINT (-72.8870995 41.6695035),-72.8870995,41.6695035,"2,065","28,203",45847,5
2015,Milford,Single Family,14742,2014,2015-07-30,33 BRIARWOOD LN,168390.0,250000.0,0.67,POINT (-73.03181 41.21218),-73.03181,41.21218,"2,065","28,203",45847,5
2015,Glastonbury,Single Family,14408,2014,2015-07-07,56 CAMBRIDGE DR,224900.0,362000.0,0.62,POINT (-72.57357 41.72802),-72.57357,41.72802,"1,396","16,610",53027,3.8
2015,Milford,Single Family,14354,2014,2015-03-16,94 SALEM WALK,134090.0,160000.0,0.84,POINT (-72.99416 41.23032),-72.99416,41.23032,"2,065","28,203",45847,5
2015,Danbury,Condo,140935,2014,2015-09-02,64 STETSON PLACE,161500.0,219000.0,0.74,POINT (-73.47248 41.42783),-73.47248,41.42783,"2,686","44,413",57431,4.6
2015,Bristol,Single Family,140582,2014,2015-07-15,71 SPARK AVE,140700.0,227500.0,0.62,POINT (-72.91993 41.6844),-72.91993,41.6844,"1,263","22,303",61081,6.4
2015,Meriden,Single Family,140273,2014,2015-03-18,71 NANCY LA,111510.0,199333.0,0.56,POINT (-72.7802694 41.5632174),-72.7802694,41.5632174,"1,317","21,733",46089,6.9
2015,Greenwich,Single Family,140796,2014,2015-07-07,26 SOUND BEACH AVE EXT,688660.0,1220000.0,0.56,POINT (-73.57683 41.04425),-73.57683,41.04425,"4,077","35,085",118309,4.1
2014,Greenwich,Single Family,140009,2014,2014-10-03,7 PLOW LANE,1160250.0,1650000.0,0.7,POINT (-73.6170185 41.0429378),-73.6170185,41.0429378,"4,065","34,996",119108,4.8
2014,Milford,Condo,14047,2014,2014-10-22,333 FOXWOOD LANE,108050.0,133500.0,0.81,POINT (-73.03311 41.24425),-73.03311,41.24425,"2,014","28,298",44556,6
2015,Meriden,Condo,140270,2014,2015-03-17,119 CROWN VLG,22960.0,2500.0,9.18,POINT (-72.80267 41.53419),-72.80267,41.53419,"1,317","21,733",46089,6.9
2015,Bridgeport,Condo,141088,2014,2015-06-02,9 PATRICIA ROAD UNIT J,122980.0,92000.0,1.34,POINT (-73.22741 41.21671),-73.22741,41.21671,"2,504","43,101",51018,8.3
2014,Milford,Single Family,14091,2014,2014-11-03,52 NELLS ROAD,168240.0,255000.0,0.66,POINT (-73.09855 41.19107),-73.09855,41.19107,"2,014","28,298",44556,6
2015,Stamford,Condo,140957,2014,2015-05-15,217 BRIDGE STREET,357350.0,477500.0,0.75,POINT (-73.55502 41.06492),-73.55502,41.06492,"5,743","75,997",106337,4.8
2015,Waterbury,Single Family,141416,2014,2015-08-27,59 STARVIEW AVE,64500.0,30000.0,2.15,POINT (-73.0598448 41.5554431),-73.0598448,41.5554431,"2,283","38,884",41389,9.1
2014,Waterbury,Single Family,140330,2014,2014-12-22,106 SABAL DR,114540.0,117000.0,0.98,POINT (-73.07376 41.56841),-73.07376,41.56841,"2,250","38,871",39905,10.6
2015,Stamford,Single Family,140900,2014,2015-05-04,61 OAKLAWN AVE.,317480.0,517500.0,0.61,POINT (-73.5356 41.07856),-73.5356,41.07856,"5,743","75,997",106337,4.8
2015,Southbury,Condo,140365,2014,2015-08-03,867 A HERITAGE VILLAGE,76710.0,210000.0,0.37,POINT (-73.22531 41.49019),-73.22531,41.49019,667,"8,218",61262,5.4
2015,Norwalk,Single Family,140443,2014,2015-09-10,46 SHOREFRONT PARK,618230.0,662500.0,0.93,POINT (-73.411 41.09062),-73.411,41.09062,"3,413","46,064",87836,5
2015,Waterbury,Single Family,140906,2014,2015-05-18,46 ELLEN ST,85280.0,119000.0,0.72,POINT (-73.05465 41.52885),-73.05465,41.52885,"2,283","38,884",41389,9.1
2015,Norwalk,Single Family,140775,2014,2015-04-08,198 NEW CANAAN AVE,300310.0,390000.0,0.77,POINT (-73.44291 41.13079),-73.44291,41.13079,"3,413","46,064",87836,5
2015,Waterbury,Single Family,140619,2014,2015-03-09,86 FAIRFIELD AVE,65520.0,77070.0,0.85,POINT (-73.05462 41.53697),-73.05462,41.53697,"2,283","38,884",41389,9.1
2015,Waterbury,Single Family,140936,2014,2015-05-22,19 WOODBINE ST,116020.0,50000.0,2.32,POINT (-72.95582462993386 41.6679527),-72.95582463,41.6679527,"2,283","38,884",41389,9.1
2015,Stamford,Single Family,140822,2014,2015-04-16,264 DUNDEE ROAD,472040.0,625000.0,0.76,POINT (-73.5825586 41.1167248),-73.5825586,41.1167248,"5,743","75,997",106337,4.8
2015,Stamford,Single Family,140529,2014,2015-01-26,40 WILDWOOD ROAD,965420.0,1200000.0,0.8,POINT (-73.58222 41.1357),-73.58222,41.1357,"5,743","75,997",106337,4.8
2014,Waterbury,Single Family,140158,2014,2014-11-06,258 LAKEVIEW AVE,85740.0,68950.0,1.24,POINT (-73.00463 41.55014),-73.00463,41.55014,"2,250","38,871",39905,10.6
2014,Waterbury,Single Family,140213,2014,2014-11-21,385 WALNUT ST,42810.0,27500.0,1.56,POINT (-73.02512 41.56127),-73.02512,41.56127,"2,250","38,871",39905,10.6
2015,Waterbury,Single Family,141128,2014,2015-07-01,254 HILLSIDE AVE,33390.0,27000.0,1.24,POINT (-73.0493135 41.5622052),-73.0493135,41.5622052,"2,283","38,884",41389,9.1
2014,Waterbury,Single Family,140283,2014,2014-12-10,472 PINE ST,61450.0,87300.0,0.7,POINT (-73.03712 41.56903),-73.03712,41.56903,"2,250","38,871",39905,10.6
2014,Waterbury,Single Family,140211,2014,2014-11-21,415 HITCHCOCK RD,83490.0,65000.0,1.28,POINT (-72.96026 41.54942),-72.96026,41.54942,"2,250","38,871",39905,10.6
2015,Southbury,Single Family,140385,2014,2015-08-17,157 CARRIAGE DR,237320.0,373000.0,0.64,POINT (-72.5914068 41.6947803),-72.5914068,41.6947803,667,"8,218",61262,5.4
2015,Stamford,Condo,140856,2014,2015-04-24,135 FOURTH STREET,333040.0,347550.0,0.96,POINT (-73.53955 41.0661),-73.53955,41.0661,"5,743","75,997",106337,4.8
2014,Stamford,Condo,140092,2014,2014-10-20,168 COLONIAL ROAD # 1,337170.0,611000.0,0.55,POINT (-73.53287 41.0702),-73.53287,41.0702,"5,668","75,668",104976,5.7
2015,Waterbury,Single Family,141496,2014,2015-09-09,159 FIELDWOOD RD,102400.0,149900.0,0.68,POINT (-73.03602 41.60589),-73.03602,41.60589,"2,283","38,884",41389,9.1
2014,Waterbury,Single Family,140298,2014,2014-12-16,37 OAKLAND AVE,70280.0,30000.0,2.34,POINT (-73.04264 41.57381),-73.04264,41.57381,"2,250","38,871",39905,10.6
2015,Waterbury,Single Family,141509,2014,2015-09-11,27 GARDEN HILL CIRCLE,73400.0,40500.0,1.81,POINT (-73.01936 41.5691),-73.01936,41.5691,"2,283","38,884",41389,9.1
2015,Norwalk,Condo,140515,2014,2015-09-30,25 GRAND ST UNIT  # 237,174940.0,190000.0,0.92,POINT (-73.4232 41.12526),-73.4232,41.12526,"3,413","46,064",87836,5
2014,Waterbury,Single Family,140253,2014,2014-12-02,199 STODDARD RD,196750.0,150000.0,1.31,POINT (-73.08102 41.56495),-73.08102,41.56495,"2,250","38,871",39905,10.6
2015,Waterbury,Single Family,141535,2014,2015-09-18,846 WOODTICK RD,85800.0,122800.0,0.7,POINT (-72.99872 41.56644),-72.99872,41.56644,"2,283","38,884",41389,9.1
2015,Norwalk,Condo,141265,2014,2015-08-06,50 AIKEN ST UNIT# 132,170330.0,102500.0,1.66,POINT (-73.42099 41.13296),-73.42099,41.13296,"3,413","46,064",87836,5
2014,Norwalk,Single Family,140170,2014,2014-11-14,27 THOMES ST,360590.0,585000.0,0.62,POINT (-73.44239 41.07633),-73.44239,41.07633,"3,363","45,027",87184,5.8
2016,Milford,Single Family,15626,2015,2016-04-29,37 VINE ST,177710.0,236000.0,0.75,POINT (-73.0330739 41.5601335),-73.0330739,41.5601335,"2,092","28,159",46071,4.4
2015,Waterbury,Single Family,141109,2014,2015-06-29,212 CHARLOTTE ST,72100.0,54000.0,1.34,POINT (-73.0349162 41.5744918),-73.0349162,41.5744918,"2,283","38,884",41389,9.1
2015,Southbury,Single Family,140241,2014,2015-05-26,419 JUDD RD,136290.0,225900.0,0.6,POINT (-73.1605 41.50724),-73.1605,41.50724,667,"8,218",61262,5.4
2015,Norwalk,Single Family,141235,2014,2015-07-31,2  CHANNEL AVE,658890.0,820000.0,0.8,POINT (-73.41022 41.08319),-73.41022,41.08319,"3,413","46,064",87836,5
2015,Stamford,Condo,141380,2014,2015-07-24,123 HARBOR DRIVE # 503,521670.0,825000.0,0.63,POINT (-73.5323829 41.0378457),-73.5323829,41.0378457,"5,743","75,997",106337,4.8
2015,Norwalk,Single Family,140778,2014,2015-04-09,146 RICHARDS AVE,346600.0,465000.0,0.75,POINT (-73.45133 41.09926),-73.45133,41.09926,"3,413","46,064",87836,5
2015,Stamford,Condo,140704,2014,2015-03-18,61 SEAVIEW AVENUE # D37,268020.0,440000.0,0.61,POINT (-73.52341 41.04192),-73.52341,41.04192,"5,743","75,997",106337,4.8
2015,Norwalk,Single Family,140510,2014,2015-09-29,1  EASTWOOD RD,361470.0,495000.0,0.73,POINT (-73.41737 41.15043),-73.41737,41.15043,"3,413","46,064",87836,5
2015,Southbury,Condo,140160,2014,2015-03-09,839 B HERITAGE VILLAGE,55160.0,90000.0,0.61,POINT (-73.2253 41.49017),-73.2253,41.49017,667,"8,218",61262,5.4
2015,Stamford,Single Family,141647,2014,2015-09-04,51 CAMBRIDGE ROAD,227600.0,415000.0,0.55,POINT (-73.50501 41.05294),-73.50501,41.05294,"5,743","75,997",106337,4.8
2015,Stamford,Single Family,140850,2014,2015-04-22,472 HOPE STREET,318620.0,587500.0,0.54,POINT (-73.52283 41.07589),-73.52283,41.07589,"5,743","75,997",106337,4.8
2015,Norwalk,Condo,141051,2014,2015-06-26,188  FLAX HILL RD UNIT # B-3,111660.0,155000.0,0.72,POINT (-73.42503 41.09753),-73.42503,41.09753,"3,413","46,064",87836,5
2015,Waterbury,Single Family,141326,2014,2015-08-07,20 BELMONT AVE,58990.0,29500.0,2.0,POINT (-73.07543 41.58405),-73.07543,41.58405,"2,283","38,884",41389,9.1
2015,Norwalk,Condo,140607,2014,2015-03-16,"1  LINDEN ST, UNIT # C8",147540.0,228500.0,0.65,POINT (-73.42373 41.13749),-73.42373,41.13749,"3,413","46,064",87836,5
2015,Norwalk,Single Family,141202,2014,2015-07-28,397 ROWAYTON AVE,309810.0,540000.0,0.57,POINT (-73.44293 41.0838),-73.44293,41.0838,"3,413","46,064",87836,5
2015,Stamford,Single Family,140588,2014,2015-02-11,55 KNICKERBOCKER AVENUE,273250.0,355000.0,0.77,POINT (-73.52087 41.08578),-73.52087,41.08578,"5,743","75,997",106337,4.8
2015,Stamford,Single Family,141489,2014,2015-08-11,234 BUTTERNUT LANE,481960.0,695000.0,0.69,POINT (-73.57882 41.11823),-73.57882,41.11823,"5,743","75,997",106337,4.8
2015,Norwalk,Single Family,141055,2014,2015-06-29,36 LENOX AVE,210880.0,320000.0,0.66,POINT (-73.43174 41.08806),-73.43174,41.08806,"3,413","46,064",87836,5
2015,Norwalk,Condo,141274,2014,2015-08-07,67 FAWN RIDGE LANE  UNIT #  67,226020.0,349000.0,0.65,POINT (-73.41696 41.16154),-73.41696,41.16154,"3,413","46,064",87836,5
2015,Stamford,Single Family,141389,2014,2015-07-28,45 DURANT STREET,208290.0,320000.0,0.65,POINT (-73.55516 41.03942),-73.55516,41.03942,"5,743","75,997",106337,4.8
2015,Norwalk,Single Family,140656,2014,2015-04-01,20 SILK ST,193510.0,335000.0,0.58,POINT (-73.42872 41.11808),-73.42872,41.11808,"3,413","46,064",87836,5
2015,Southbury,Single Family,140332,2014,2015-07-27,115 MANSION HOUSE RD,486730.0,900000.0,0.54,POINT (-73.21157 41.50431),-73.21157,41.50431,667,"8,218",61262,5.4
2015,Stamford,Single Family,140750,2014,2015-03-27,29 YALE COURT,320580.0,547000.0,0.59,POINT (-73.54947 41.09097),-73.54947,41.09097,"5,743","75,997",106337,4.8
2014,Stamford,Condo,140331,2014,2014-12-12,21 MAPLE TREE AVENUE # E,185220.0,355000.0,0.52,POINT (-73.51513 41.07115),-73.51513,41.07115,"5,668","75,668",104976,5.7
2015,Stamford,Single Family,141644,2014,2015-09-04,1295 RIVERBANK ROAD,375370.0,269500.0,1.39,POINT (-73.59741 41.13286),-73.59741,41.13286,"5,743","75,997",106337,4.8
2015,Waterbury,Condo,141487,2014,2015-09-08,130 WOODGLEN DR,44460.0,99000.0,0.45,POINT (-72.97609 41.55276),-72.97609,41.55276,"2,283","38,884",41389,9.1
2015,Norwalk,Condo,141233,2014,2015-07-31,80 COUNTY ST  UNIT 7-M,127170.0,180000.0,0.71,POINT (-73.38599 41.12358),-73.38599,41.12358,"3,413","46,064",87836,5
2015,Norwalk,Condo,140359,2014,2015-01-15,97 RICHARDS AVE,163530.0,253000.0,0.65,POINT (-73.45225 41.096),-73.45225,41.096,"3,413","46,064",87836,5
2014,Waterbury,Condo,140097,2014,2014-10-27,12 MAYBURY CIR #5,37540.0,25000.0,1.5,POINT (-73.00863 41.54561),-73.00863,41.54561,"2,250","38,871",39905,10.6
2015,Waterbury,Single Family,140394,2014,2015-01-02,122 WOODSIDE AVE,114990.0,135000.0,0.85,POINT (-73.06143 41.56315),-73.06143,41.56315,"2,283","38,884",41389,9.1
2015,Norwalk,Single Family,141046,2014,2015-06-25,20 FRANCES AVE,244060.0,353000.0,0.69,POINT (-73.4318598 41.0967231),-73.4318598,41.0967231,"3,413","46,064",87836,5
2015,Waterbury,Single Family,140684,2014,2015-03-26,94 MADISON ST,68390.0,42500.0,1.61,POINT (-72.5974633 41.7489971),-72.5974633,41.7489971,"2,283","38,884",41389,9.1
2015,Stamford,Condo,140549,2014,2015-01-30,154 COLD SPRING ROAD # 70,170270.0,246000.0,0.69,POINT (-73.55486 41.06695),-73.55486,41.06695,"5,743","75,997",106337,4.8
2015,Norwalk,Single Family,140880,2014,2015-05-15,9 LOCKWOOD LANE,256930.0,392000.0,0.66,POINT (-73.40598 41.11533),-73.40598,41.11533,"3,413","46,064",87836,5
2014,Stamford,Condo,140181,2014,2014-11-04,123 HARBOR DRIVE # 212,479270.0,752000.0,0.64,POINT (-73.5319 41.03644),-73.5319,41.03644,"5,668","75,668",104976,5.7
2015,Waterbury,Single Family,140573,2014,2015-02-25,159 WHITE BIRCH DR,95200.0,82950.0,1.15,POINT (-73.0754754 41.5684611),-73.0754754,41.5684611,"2,283","38,884",41389,9.1
2015,Stamford,Condo,140710,2014,2015-03-20,21 REVERE DRIVE # 3,96320.0,158750.0,0.61,POINT (-73.51598 41.05909),-73.51598,41.05909,"5,743","75,997",106337,4.8
2015,Stamford,Condo,141057,2014,2015-06-02,44 STRAWBERRY HILL AVE 9K,186020.0,410000.0,0.45,POINT (-73.53322 41.06128),-73.53322,41.06128,"5,743","75,997",106337,4.8
2014,Norwalk,Condo,140285,2014,2014-12-18,13 STRATHMORE LN,203150.0,358000.0,0.57,POINT (-73.38335 41.12539),-73.38335,41.12539,"3,363","45,027",87184,5.8
2015,Waterbury,Condo,141371,2014,2015-08-19,925 ORONOKE RD #26C,67050.0,95000.0,0.71,POINT (-73.06359 41.52255),-73.06359,41.52255,"2,283","38,884",41389,9.1
2015,Stamford,Single Family,140678,2014,2015-03-10,1971 LONG RIDGE ROAD,498550.0,550000.0,0.91,POINT (-73.58328 41.13127),-73.58328,41.13127,"5,743","75,997",106337,4.8
