Town,Year,Crime Type,Number of Crimes Committed,"Number of Crimes Committed per 100,000",Crime ID,State,geometry
Litchfield,2017,Total Property Crime,1935.0,964.9,6591,CT,POINT (-73.2543049 41.767249)
Litchfield,2017,Aggravated Assault,86.0,42.9,6592,CT,POINT (-73.2543049 41.767249)
Litchfield,2017,Murder,2.0,1.0,6593,CT,POINT (-73.2543049 41.767249)
Litchfield,2017,Rape,38.0,18.9,6594,CT,POINT (-73.2543049 41.767249)
Litchfield,2017,Robbery,25.0,12.5,6595,CT,POINT (-73.2543049 41.767249)
Litchfield,2017,Burglary,318.0,158.6,6596,CT,POINT (-73.2543049 41.767249)
Litchfield,2017,Larceny,1454.0,725.0,6597,CT,POINT (-73.2543049 41.767249)
Litchfield,2017,Motor Vehicle Theft,163.0,81.3,6598,CT,POINT (-73.2543049 41.767249)
Litchfield,2017,Arson,7.0,3.5,6599,CT,POINT (-73.2543049 41.767249)
Lyme,2010,Total Crime,15.0,708.9,6600,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2010,Total Violent Crime,1.0,47.3,6601,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2010,Total Property Crime,14.0,661.6,6602,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2010,Aggravated Assault,0.0,0.0,6603,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2010,Murder,0.0,0.0,6604,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2010,Rape,0.0,0.0,6605,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2010,Robbery,1.0,47.3,6606,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2010,Burglary,5.0,236.3,6607,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2010,Larceny,8.0,378.1,6608,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2010,Motor Vehicle Theft,1.0,47.3,6609,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2010,Arson,1.0,47.3,6610,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2011,Total Crime,16.0,754.7,6611,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2011,Total Violent Crime,0.0,0.0,6612,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2011,Total Property Crime,16.0,754.7,6613,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2011,Aggravated Assault,0.0,0.0,6614,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2011,Murder,0.0,0.0,6615,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2011,Rape,0.0,0.0,6616,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2011,Robbery,0.0,0.0,6617,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2011,Burglary,3.0,141.5,6618,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2011,Larceny,13.0,613.2,6619,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2011,Motor Vehicle Theft,0.0,0.0,6620,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2011,Arson,0.0,0.0,6621,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2012,Total Crime,19.0,893.7,6622,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2012,Total Violent Crime,0.0,0.0,6623,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2012,Total Property Crime,19.0,893.7,6624,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2012,Aggravated Assault,0.0,0.0,6625,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2012,Murder,0.0,0.0,6626,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2012,Rape,0.0,0.0,6627,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2012,Robbery,0.0,0.0,6628,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2012,Burglary,11.0,517.4,6629,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2012,Larceny,8.0,376.3,6630,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2012,Motor Vehicle Theft,0.0,0.0,6631,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2012,Arson,0.0,0.0,6632,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2013,Total Crime,11.0,516.7,6633,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2013,Total Violent Crime,0.0,0.0,6634,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2013,Total Property Crime,11.0,516.7,6635,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2013,Aggravated Assault,0.0,0.0,6636,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2013,Murder,0.0,0.0,6637,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2013,Rape,0.0,0.0,6638,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2013,Robbery,0.0,0.0,6639,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2013,Burglary,7.0,328.8,6640,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2013,Larceny,4.0,187.9,6641,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2013,Motor Vehicle Theft,0.0,0.0,6642,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2013,Arson,1.0,47.0,6643,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2014,Total Crime,16.0,752.2,6644,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2014,Total Violent Crime,2.0,94.0,6645,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2014,Total Property Crime,14.0,658.2,6646,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2014,Aggravated Assault,2.0,94.0,6647,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2014,Murder,0.0,0.0,6648,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2014,Rape,0.0,0.0,6649,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2014,Robbery,0.0,0.0,6650,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2014,Burglary,10.0,470.1,6651,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2014,Larceny,4.0,188.1,6652,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2014,Motor Vehicle Theft,0.0,0.0,6653,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2014,Arson,0.0,0.0,6654,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2015,Total Crime,16.0,752.9,6655,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2015,Total Violent Crime,2.0,94.1,6656,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2015,Total Property Crime,14.0,658.8,6657,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2015,Aggravated Assault,1.0,47.1,6658,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2015,Murder,0.0,0.0,6659,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2015,Rape,0.0,0.0,6660,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2015,Robbery,1.0,47.1,6661,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2015,Burglary,7.0,329.4,6662,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2015,Larceny,6.0,282.4,6663,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2015,Motor Vehicle Theft,1.0,47.1,6664,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2015,Arson,0.0,0.0,6665,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2016,Total Crime,6.0,283.0,6666,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2016,Total Violent Crime,1.0,47.2,6667,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2016,Total Property Crime,5.0,235.8,6668,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2016,Aggravated Assault,1.0,47.2,6669,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2016,Murder,0.0,0.0,6670,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2016,Rape,0.0,0.0,6671,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2016,Robbery,0.0,0.0,6672,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2016,Burglary,4.0,188.7,6673,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2016,Larceny,1.0,47.2,6674,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2016,Motor Vehicle Theft,0.0,0.0,6675,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2016,Arson,0.0,0.0,6676,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2017,Total Crime,9.0,423.9,6677,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2017,Total Violent Crime,2.0,94.2,6678,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2017,Total Property Crime,7.0,329.7,6679,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2017,Aggravated Assault,0.0,0.0,6680,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2017,Murder,0.0,0.0,6681,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2017,Rape,1.0,47.1,6682,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2017,Robbery,1.0,47.1,6683,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2017,Burglary,3.0,141.3,6684,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2017,Larceny,3.0,141.3,6685,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2017,Motor Vehicle Theft,1.0,47.1,6686,CT,POINT (-72.35110142568081 41.3910952)
Lyme,2017,Arson,0.0,0.0,6687,CT,POINT (-72.35110142568081 41.3910952)
Madison,2010,Total Crime,230.0,1227.3,6688,CT,POINT (-72.5983151 41.2794282)
Madison,2010,Total Violent Crime,18.0,96.0,6689,CT,POINT (-72.5983151 41.2794282)
Madison,2010,Total Property Crime,212.0,1131.2,6690,CT,POINT (-72.5983151 41.2794282)
Madison,2010,Aggravated Assault,13.0,69.4,6691,CT,POINT (-72.5983151 41.2794282)
Madison,2010,Murder,1.0,5.3,6692,CT,POINT (-72.5983151 41.2794282)
Madison,2010,Rape,3.0,16.0,6693,CT,POINT (-72.5983151 41.2794282)
Madison,2010,Robbery,1.0,5.3,6694,CT,POINT (-72.5983151 41.2794282)
Madison,2010,Burglary,59.0,314.8,6695,CT,POINT (-72.5983151 41.2794282)
Madison,2010,Larceny,150.0,800.4,6696,CT,POINT (-72.5983151 41.2794282)
Madison,2010,Motor Vehicle Theft,3.0,16.0,6697,CT,POINT (-72.5983151 41.2794282)
Madison,2010,Arson,0.0,0.0,6698,CT,POINT (-72.5983151 41.2794282)
Madison,2011,Total Crime,129.0,687.0,6699,CT,POINT (-72.5983151 41.2794282)
Madison,2011,Total Violent Crime,6.0,32.0,6700,CT,POINT (-72.5983151 41.2794282)
Madison,2011,Total Property Crime,123.0,655.1,6701,CT,POINT (-72.5983151 41.2794282)
Madison,2011,Aggravated Assault,4.0,21.3,6702,CT,POINT (-72.5983151 41.2794282)
Madison,2011,Murder,0.0,0.0,6703,CT,POINT (-72.5983151 41.2794282)
Madison,2011,Rape,0.0,0.0,6704,CT,POINT (-72.5983151 41.2794282)
Madison,2011,Robbery,2.0,10.7,6705,CT,POINT (-72.5983151 41.2794282)
Madison,2011,Burglary,26.0,138.5,6706,CT,POINT (-72.5983151 41.2794282)
Madison,2011,Larceny,96.0,511.3,6707,CT,POINT (-72.5983151 41.2794282)
Madison,2011,Motor Vehicle Theft,1.0,5.3,6708,CT,POINT (-72.5983151 41.2794282)
Madison,2011,Arson,0.0,0.0,6709,CT,POINT (-72.5983151 41.2794282)
Madison,2012,Total Crime,118.0,626.8,6710,CT,POINT (-72.5983151 41.2794282)
Madison,2012,Total Violent Crime,2.0,10.6,6711,CT,POINT (-72.5983151 41.2794282)
Madison,2012,Total Property Crime,116.0,616.1,6712,CT,POINT (-72.5983151 41.2794282)
Madison,2012,Aggravated Assault,1.0,5.3,6713,CT,POINT (-72.5983151 41.2794282)
Madison,2012,Murder,0.0,0.0,6714,CT,POINT (-72.5983151 41.2794282)
Madison,2012,Rape,0.0,0.0,6715,CT,POINT (-72.5983151 41.2794282)
Madison,2012,Robbery,1.0,5.3,6716,CT,POINT (-72.5983151 41.2794282)
Madison,2012,Burglary,26.0,138.1,6717,CT,POINT (-72.5983151 41.2794282)
Madison,2012,Larceny,88.0,467.4,6718,CT,POINT (-72.5983151 41.2794282)
Madison,2012,Motor Vehicle Theft,2.0,10.6,6719,CT,POINT (-72.5983151 41.2794282)
Madison,2012,Arson,1.0,5.3,6720,CT,POINT (-72.5983151 41.2794282)
Madison,2013,Total Crime,113.0,599.5,6721,CT,POINT (-72.5983151 41.2794282)
Madison,2013,Total Violent Crime,1.0,5.3,6722,CT,POINT (-72.5983151 41.2794282)
Madison,2013,Total Property Crime,112.0,594.2,6723,CT,POINT (-72.5983151 41.2794282)
Madison,2013,Aggravated Assault,1.0,5.3,6724,CT,POINT (-72.5983151 41.2794282)
Madison,2013,Murder,0.0,0.0,6725,CT,POINT (-72.5983151 41.2794282)
Madison,2013,Rape,0.0,0.0,6726,CT,POINT (-72.5983151 41.2794282)
Madison,2013,Robbery,0.0,0.0,6727,CT,POINT (-72.5983151 41.2794282)
Madison,2013,Burglary,16.0,84.9,6728,CT,POINT (-72.5983151 41.2794282)
Madison,2013,Larceny,96.0,509.3,6729,CT,POINT (-72.5983151 41.2794282)
Madison,2013,Motor Vehicle Theft,0.0,0.0,6730,CT,POINT (-72.5983151 41.2794282)
Madison,2013,Arson,0.0,0.0,6731,CT,POINT (-72.5983151 41.2794282)
Madison,2014,Total Crime,122.0,647.7,6732,CT,POINT (-72.5983151 41.2794282)
Madison,2014,Total Violent Crime,2.0,10.6,6733,CT,POINT (-72.5983151 41.2794282)
Madison,2014,Total Property Crime,120.0,637.1,6734,CT,POINT (-72.5983151 41.2794282)
Madison,2014,Aggravated Assault,1.0,5.3,6735,CT,POINT (-72.5983151 41.2794282)
Madison,2014,Murder,0.0,0.0,6736,CT,POINT (-72.5983151 41.2794282)
Madison,2014,Rape,1.0,5.3,6737,CT,POINT (-72.5983151 41.2794282)
Madison,2014,Robbery,0.0,0.0,6738,CT,POINT (-72.5983151 41.2794282)
Madison,2014,Burglary,11.0,58.4,6739,CT,POINT (-72.5983151 41.2794282)
Madison,2014,Larceny,98.0,520.3,6740,CT,POINT (-72.5983151 41.2794282)
Madison,2014,Motor Vehicle Theft,11.0,58.4,6741,CT,POINT (-72.5983151 41.2794282)
Madison,2014,Arson,1.0,5.3,6742,CT,POINT (-72.5983151 41.2794282)
Madison,2015,Total Crime,58.0,308.2,6743,CT,POINT (-72.5983151 41.2794282)
Madison,2015,Total Violent Crime,1.0,5.3,6744,CT,POINT (-72.5983151 41.2794282)
Madison,2015,Total Property Crime,57.0,302.9,6745,CT,POINT (-72.5983151 41.2794282)
Madison,2015,Aggravated Assault,1.0,5.3,6746,CT,POINT (-72.5983151 41.2794282)
Madison,2015,Murder,0.0,0.0,6747,CT,POINT (-72.5983151 41.2794282)
Madison,2015,Rape,0.0,0.0,6748,CT,POINT (-72.5983151 41.2794282)
Madison,2015,Robbery,0.0,0.0,6749,CT,POINT (-72.5983151 41.2794282)
Madison,2015,Burglary,11.0,58.5,6750,CT,POINT (-72.5983151 41.2794282)
Madison,2015,Larceny,46.0,244.5,6751,CT,POINT (-72.5983151 41.2794282)
Madison,2015,Motor Vehicle Theft,0.0,0.0,6752,CT,POINT (-72.5983151 41.2794282)
Madison,2015,Arson,0.0,0.0,6753,CT,POINT (-72.5983151 41.2794282)
Madison,2016,Total Crime,84.0,447.5,6754,CT,POINT (-72.5983151 41.2794282)
Madison,2016,Total Violent Crime,1.0,5.3,6755,CT,POINT (-72.5983151 41.2794282)
Madison,2016,Total Property Crime,83.0,442.1,6756,CT,POINT (-72.5983151 41.2794282)
Madison,2016,Aggravated Assault,1.0,5.3,6757,CT,POINT (-72.5983151 41.2794282)
Madison,2016,Murder,0.0,0.0,6758,CT,POINT (-72.5983151 41.2794282)
Madison,2016,Rape,0.0,0.0,6759,CT,POINT (-72.5983151 41.2794282)
Madison,2016,Robbery,0.0,0.0,6760,CT,POINT (-72.5983151 41.2794282)
Madison,2016,Burglary,17.0,90.6,6761,CT,POINT (-72.5983151 41.2794282)
Madison,2016,Larceny,57.0,303.6,6762,CT,POINT (-72.5983151 41.2794282)
Madison,2016,Motor Vehicle Theft,9.0,47.9,6763,CT,POINT (-72.5983151 41.2794282)
Madison,2016,Arson,0.0,0.0,6764,CT,POINT (-72.5983151 41.2794282)
Madison,2017,Total Crime,86.0,457.5,6765,CT,POINT (-72.5983151 41.2794282)
Madison,2017,Total Violent Crime,0.0,0.0,6766,CT,POINT (-72.5983151 41.2794282)
Madison,2017,Total Property Crime,86.0,457.5,6767,CT,POINT (-72.5983151 41.2794282)
Madison,2017,Aggravated Assault,0.0,0.0,6768,CT,POINT (-72.5983151 41.2794282)
Madison,2017,Murder,0.0,0.0,6769,CT,POINT (-72.5983151 41.2794282)
Madison,2017,Rape,0.0,0.0,6770,CT,POINT (-72.5983151 41.2794282)
Madison,2017,Robbery,0.0,0.0,6771,CT,POINT (-72.5983151 41.2794282)
Madison,2017,Burglary,15.0,79.8,6772,CT,POINT (-72.5983151 41.2794282)
Madison,2017,Larceny,61.0,324.5,6773,CT,POINT (-72.5983151 41.2794282)
Madison,2017,Motor Vehicle Theft,10.0,53.2,6774,CT,POINT (-72.5983151 41.2794282)
Madison,2017,Arson,0.0,0.0,6775,CT,POINT (-72.5983151 41.2794282)
Manchester,2010,Total Crime,1978.0,3443.0,6776,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2010,Total Violent Crime,131.0,228.0,6777,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2010,Total Property Crime,1847.0,3215.0,6778,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2010,Aggravated Assault,76.0,132.3,6779,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2010,Murder,8.0,13.9,6780,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2010,Rape,11.0,19.1,6781,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2010,Robbery,36.0,62.7,6782,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2010,Burglary,253.0,440.4,6783,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2010,Larceny,1510.0,2628.4,6784,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2010,Motor Vehicle Theft,84.0,146.2,6785,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2010,Arson,5.0,8.7,6786,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2011,Total Crime,1850.0,3214.3,6787,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2011,Total Violent Crime,128.0,222.4,6788,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2011,Total Property Crime,1722.0,2991.9,6789,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2011,Aggravated Assault,65.0,112.9,6790,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2011,Murder,1.0,1.7,6791,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2011,Rape,9.0,15.6,6792,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2011,Robbery,53.0,92.1,6793,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2011,Burglary,256.0,444.8,6794,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2011,Larceny,1380.0,2397.7,6795,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2011,Motor Vehicle Theft,86.0,149.4,6796,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2011,Arson,6.0,10.4,6797,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2012,Total Crime,1908.0,3306.1,6798,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2012,Total Violent Crime,111.0,192.3,6799,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2012,Total Property Crime,1797.0,3113.8,6800,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2012,Aggravated Assault,52.0,90.1,6801,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2012,Murder,1.0,1.7,6802,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2012,Rape,12.0,20.8,6803,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2012,Robbery,46.0,79.7,6804,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2012,Burglary,288.0,499.0,6805,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2012,Larceny,1417.0,2455.3,6806,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2012,Motor Vehicle Theft,92.0,159.4,6807,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2012,Arson,7.0,12.1,6808,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2013,Total Crime,1606.0,2779.5,6809,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2013,Total Violent Crime,101.0,174.8,6810,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2013,Total Property Crime,1505.0,2604.7,6811,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2013,Aggravated Assault,32.0,55.4,6812,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2013,Murder,3.0,5.2,6813,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2013,Rape,16.0,27.7,6814,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2013,Robbery,50.0,86.5,6815,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2013,Burglary,221.0,382.5,6816,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2013,Larceny,1231.0,2130.5,6817,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2013,Motor Vehicle Theft,53.0,91.7,6818,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2013,Arson,3.0,5.2,6819,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2014,Total Crime,1692.0,2930.5,6820,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2014,Total Violent Crime,111.0,192.3,6821,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2014,Total Property Crime,1581.0,2738.3,6822,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2014,Aggravated Assault,53.0,91.8,6823,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2014,Murder,2.0,3.5,6824,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2014,Rape,11.0,19.1,6825,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2014,Robbery,45.0,77.9,6826,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2014,Burglary,189.0,327.3,6827,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2014,Larceny,1331.0,2305.3,6828,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2014,Motor Vehicle Theft,61.0,105.7,6829,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2014,Arson,3.0,5.2,6830,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2015,Total Crime,1678.0,2909.4,6831,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2015,Total Violent Crime,104.0,180.3,6832,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2015,Total Property Crime,1574.0,2729.1,6833,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2015,Aggravated Assault,49.0,85.0,6834,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2015,Murder,0.0,0.0,6835,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2015,Rape,18.0,31.2,6836,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2015,Robbery,37.0,64.2,6837,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2015,Burglary,151.0,261.8,6838,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2015,Larceny,1354.0,2347.6,6839,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2015,Motor Vehicle Theft,69.0,119.6,6840,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2015,Arson,7.0,12.1,6841,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2016,Total Crime,1666.0,2895.3,6842,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2016,Total Violent Crime,107.0,186.0,6843,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2016,Total Property Crime,1559.0,2709.3,6844,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2016,Aggravated Assault,53.0,92.1,6845,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2016,Murder,1.0,1.7,6846,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2016,Rape,14.0,24.3,6847,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2016,Robbery,39.0,67.8,6848,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2016,Burglary,152.0,264.2,6849,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2016,Larceny,1297.0,2254.0,6850,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2016,Motor Vehicle Theft,110.0,191.2,6851,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2016,Arson,5.0,8.7,6852,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2017,Total Crime,1597.0,2771.5,6853,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2017,Total Violent Crime,108.0,187.4,6854,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2017,Total Property Crime,1489.0,2584.1,6855,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2017,Aggravated Assault,42.0,72.9,6856,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2017,Murder,2.0,3.5,6857,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2017,Rape,26.0,45.1,6858,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2017,Robbery,38.0,65.9,6859,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2017,Burglary,148.0,256.8,6860,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2017,Larceny,1226.0,2127.7,6861,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2017,Motor Vehicle Theft,115.0,199.6,6862,CT,POINT (-72.5304550138903 41.7813345)
Manchester,2017,Arson,3.0,5.2,6863,CT,POINT (-72.5304550138903 41.7813345)
Mansfield,2010,Total Crime,186.0,855.3,6864,CT,POINT (-72.2131565 41.7782147)
Mansfield,2010,Total Violent Crime,16.0,73.6,6865,CT,POINT (-72.2131565 41.7782147)
Mansfield,2010,Total Property Crime,170.0,781.7,6866,CT,POINT (-72.2131565 41.7782147)
Mansfield,2010,Aggravated Assault,10.0,46.0,6867,CT,POINT (-72.2131565 41.7782147)
Mansfield,2010,Murder,0.0,0.0,6868,CT,POINT (-72.2131565 41.7782147)
Mansfield,2010,Rape,1.0,4.6,6869,CT,POINT (-72.2131565 41.7782147)
Mansfield,2010,Robbery,5.0,23.0,6870,CT,POINT (-72.2131565 41.7782147)
Mansfield,2010,Burglary,47.0,216.1,6871,CT,POINT (-72.2131565 41.7782147)
Mansfield,2010,Larceny,119.0,547.2,6872,CT,POINT (-72.2131565 41.7782147)
Mansfield,2010,Motor Vehicle Theft,4.0,18.4,6873,CT,POINT (-72.2131565 41.7782147)
Mansfield,2010,Arson,2.0,9.2,6874,CT,POINT (-72.2131565 41.7782147)
Mansfield,2011,Total Crime,205.0,940.9,6875,CT,POINT (-72.2131565 41.7782147)
Mansfield,2011,Total Violent Crime,9.0,41.3,6876,CT,POINT (-72.2131565 41.7782147)
Mansfield,2011,Total Property Crime,196.0,899.6,6877,CT,POINT (-72.2131565 41.7782147)
Mansfield,2011,Aggravated Assault,5.0,22.9,6878,CT,POINT (-72.2131565 41.7782147)
Mansfield,2011,Murder,0.0,0.0,6879,CT,POINT (-72.2131565 41.7782147)
Mansfield,2011,Rape,2.0,9.2,6880,CT,POINT (-72.2131565 41.7782147)
Mansfield,2011,Robbery,2.0,9.2,6881,CT,POINT (-72.2131565 41.7782147)
Mansfield,2011,Burglary,48.0,220.3,6882,CT,POINT (-72.2131565 41.7782147)
Mansfield,2011,Larceny,145.0,665.5,6883,CT,POINT (-72.2131565 41.7782147)
