Credential ID,Name,Type,Business Name,DBA,Full Credential Code,Credential,Status,Issue Date,Effective Date,Expiration Date,Address,City,Zip Code,Location,Healthcare ID
930672,"COOK WILLOW HEALTH & REHABILITATION CENTER, INC.",CORPORATION,"COOK WILLOW HEALTH & REHABILITATION CENTER, INC.","COOK WILLOW HEALTH & REHABILITATION CENTER, INC.",CCNH.000932C,Chronic & Convalescent Nursing Home,ACTIVE,01-04-2009,01-04-2023,03/31/2025,81 HILLSIDE AVE,PLYMOUTH,6782,POINT (-73.057876999 41.666935008),154
2251676,WATERBURY HOSPITAL LABORATORY,CORPORATION,WATERBURY HOSPITAL LABORATORY,WATERBURY HOSPITAL LABORATORY,CLAB.00HP360,Clinical Laboratory,ACTIVE,09/19/2003,01-01-2024,12/31/2025,64 ROBBINS ST,WATERBURY,6708,POINT (-73.059111989 41.55950998),155
1607770,ORANGE HEALTH CARE CENTER,CORPORATION,ORANGE HEALTH CARE CENTER,ORANGE HEALTH CARE CENTER,CCNH.0002449,Chronic & Convalescent Nursing Home,ACTIVE,10/16/2018,01-07-2022,06/30/2024,225 BOSTON POST RD,ORANGE,6477,POINT (-72.998537986 41.269834005),156
2396132,COMPLETE CARE AT KIMBERLY HALL NORTH,LIMITED LIABILITY COMPANY,COMPLETE CARE AT KIMBERLY HALL NORTH,COMPLETE CARE AT KIMBERLY HALL NORTH,CCNH.0002477,Chronic & Convalescent Nursing Home,ACTIVE,11/15/2022,11/15/2022,09/30/2024,1 EMERSON DR,WINDSOR,6095,POINT (-72.666716 41.837849405),157
2249466,MIDDLESEX HOSPITAL LABORATORY,NON-PROFIT CORPORATION,MIDDLESEX HOSPITAL LABORATORY,MIDDLESEX HOSPITAL LABORATORY,CLAB.00HP220,Clinical Laboratory,ACTIVE,01-12-2004,01-01-2023,12/31/2024,28 CRESCENT ST,MIDDLETOWN,6457,POINT (-72.647120996 41.554538003),158
1122405,GRIMES CENTER,NON-PROFIT CORPORATION,GRIMES CENTER,GRIMES CENTER,CCNH.0002383,Chronic & Convalescent Nursing Home,ACTIVE,12-09-2012,01-07-2022,06/30/2024,1354 CHAPEL ST,NEW HAVEN,6511,POINT (-72.940472017 41.310068984),159
929884,CENTRAL CONNECTICUT ENDOSCOPY CENTER LLC,LIMITED LIABILITY COMPANY,CENTRAL CONNECTICUT ENDOSCOPY CENTER LLC,"CENTRAL CONNECTICUT ENDOSCOPY CENTER, LLC",ASC.0000291,Out-Patient Surgical Facility,ACTIVE,01-10-2009,01-10-2023,09/30/2025,440 NEW BRITAIN AVE,PLAINVILLE,6062,POINT (-72.831728977 41.670410983),160
2243513,"SOUTHWEST CONNECTICUT SURGERY CENTER, LLC",LIMITED LIABILITY COMPANY,"SOUTHWEST CONNECTICUT SURGERY CENTER, LLC","SOUTHWEST CONNECTICUT SURGERY CENTER, LLC",ASC.0000373,Out-Patient Surgical Facility,ACTIVE,08/16/2021,01-07-2023,06/30/2025,60 DANBURY RD,WILTON,6897,POINT (-73.41458297 41.167923012),161
930476,LAUREL RIDGE HEALTH CARE CENTER,LIMITED LIABILITY PARTNERSHIP,LAUREL RIDGE HEALTH CARE CENTER,LAUREL RIDGE HEALTH CARE CENTER,CCNH.0002247,Chronic & Convalescent Nursing Home,ACTIVE,01-01-2009,01-01-2023,12/31/2024,642 DANBURY RD,RIDGEFIELD,6877,POINT (-73.473166019 41.323850006),162
2251665,CHARLOTTE HUNGERFORD HOSPITAL BLOOD GAS LABORATORY,NON-PROFIT CORPORATION,CHARLOTTE HUNGERFORD HOSPITAL BLOOD GAS LABORATORY,CHARLOTTE HUNGERFORD HOSPITAL BLOOD GAS LABORATORY,CLAB.00HP296,Clinical Laboratory,ACTIVE,05-12-2003,01-10-2023,09/30/2025,540 LITCHFIELD ST,TORRINGTON,6790,POINT (-73.133233997 41.791639999),163
1175544,MEADOWBROOK OF GRANBY,LIMITED LIABILITY COMPANY,MEADOWBROOK OF GRANBY,MEADOWBROOK OF GRANBY,CCRH.0002342,Chronic & Convalescent Nursing Homes and Rest Home with Nursing Supervision,ACTIVE,07/19/2013,01-04-2023,03/31/2025,350 SALMON BROOK ST,GRANBY,6035,POINT (-72.790644994 41.965103989),164
1676004,MAPLEWOOD AT SOUTHPORT,LIMITED LIABILITY COMPANY,MAPLEWOOD AT SOUTHPORT,MAPLEWOOD AT SOUTHPORT,ALSA.0000212,Assisted Living Service Agency,ACTIVE,07/16/2019,01-07-2023,06/30/2025,917 MILL HILL TER,SOUTHPORT,6890,POINT (-73.286427023 41.143124984),165
1525181,"ELLINGTON ASSISTED LIVING SERVICES, LLC",LIMITED LIABILITY COMPANY,"ELLINGTON ASSISTED LIVING SERVICES, LLC","ELLINGTON ASSISTED LIVING SERVICES, LLC",ALSA.0000199,Assisted Living Service Agency,ACTIVE IN RENEWAL,06/28/2018,01-04-2022,03/31/2024,123 WEST RD,ELLINGTON,6029,POINT (-72.462525001 41.884942987),166
2243803,"VIVID DERMATOLOGY, LLC",LIMITED LIABILITY COMPANY,"VIVID DERMATOLOGY, LLC","VIVID DERMATOLOGY, LLC",CLAB.0000889,Clinical Laboratory,ACTIVE IN RENEWAL,06-03-2014,01-04-2022,03/31/2024,5 FOREST PARK DR,FARMINGTON,6032,POINT (-72.840140677 41.736355144),167
930535,BRADLEY HOME INFIRMARY/PAVILION,NON-PROFIT CORPORATION,BRADLEY HOME INFIRMARY/PAVILION,BRADLEY HOME INFIRMARY/PAVILION,CCNH.002157C,Chronic & Convalescent Nursing Home,ACTIVE,01-10-2008,01-10-2022,09/30/2024,320 COLONY ST,MERIDEN,6451,POINT (-72.796602013 41.546811984),168
929146,GLASTONBURY ENDOSCOPY CENTER LLC,LIMITED LIABILITY COMPANY,GLASTONBURY ENDOSCOPY CENTER LLC,"GLASTONBURY ENDOSCOPY CENTER, LLC",ASC.0000327,Out-Patient Surgical Facility,ACTIVE,03/31/2009,01-04-2023,03/31/2025,300 WESTERN BLVD STE B,GLASTONBURY,6033,POINT (-72.588868026 41.720486987),169
1670329,DIGESTIVE DISEASE ASSOCIATES ENDOSCOPY SUITE LLC,LIMITED LIABILITY COMPANY,DIGESTIVE DISEASE ASSOCIATES ENDOSCOPY SUITE LLC,DIGESTIVE DISEASE ASSOCIATES ENDOSCOPY SUITE LLC,ASC.0000364,Out-Patient Surgical Facility,ACTIVE,06/20/2019,01-04-2023,03/31/2025,687 MAIN STREET,BRANFORD,6405,POINT (-72.816318751 41.279015482),170
929676,ADVANCED COLON CARE INC.,CORPORATION,ADVANCED COLON CARE INC.,SHORELINE COLONOSCOPY SUITES,ASC.0000307,Out-Patient Surgical Facility,ACTIVE,01-04-2009,01-04-2023,03/31/2025,929 BOSTON POST RD,OLD SAYBROOK,6475,POINT (-72.386132987 41.290186429),171
2268719,WATERBURY CENTER FOR NURSING & REHABILITATION LLC,LIMITED LIABILITY COMPANY,WATERBURY CENTER FOR NURSING & REHABILITATION LLC,WATERBURY CENTER FOR NURSING & REHABILITATION LLC,CCNH.0002469,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,07-11-2021,01-11-2021,09/30/2023,177 WHITEWOOD RD,WATERBURY,6708,POINT (-73.082182004 41.57722002),172
929191,GLASTONBURY SURGERY CENTER LLC,LIMITED LIABILITY COMPANY,GLASTONBURY SURGERY CENTER LLC,"GLASTONBURY SURGERY CENTER, LLC",ASC.0000328,Out-Patient Surgical Facility,ACTIVE,03/24/2010,01-01-2024,12/31/2025,195 EASTERN BLVD,GLASTONBURY,6033,POINT (-72.58580201 41.72250602),173
1282107,WHITNEY REHABILITATION CARE CENTER,LIMITED LIABILITY COMPANY,WHITNEY REHABILITATION CARE CENTER,WHITNEY REHABILITATION CARE CENTER,CCNH.0002411,Chronic & Convalescent Nursing Home,ACTIVE,03/27/2015,01-01-2023,12/31/2024,2798 WHITNEY AVE,HAMDEN,6518,POINT (-72.897801005 41.397959986),174
2398582,BRIDE BROOK REHABILITATION AND NURSING CENTER,LIMITED LIABILITY COMPANY,BRIDE BROOK REHABILITATION AND NURSING CENTER,BRIDE BROOK REHABILITATION AND NURSING CENTER,CCNH.0002475,Chronic & Convalescent Nursing Home,ACTIVE,01-09-2022,01-09-2022,06/30/2024,23 LIBERTY WAY,NIANTIC,6357,POINT (-72.242893992 41.32103901),175
1656008,SKYVIEW REHAB AND NURSING,LIMITED LIABILITY COMPANY,SKYVIEW REHAB AND NURSING,SKYVIEW REHAB AND NURSING,CCNH.0002452,Chronic & Convalescent Nursing Home,ACTIVE,05/13/2019,01-04-2023,03/31/2025,35 MARC DR,WALLINGFORD,6492,POINT (-72.845577976 41.454103986),176
2554837,INTEGRATED DERMATOLOGY OF WATERBURY,BUSINESS,INTEGRATED DERMATOLOGY OF WATERBURY,INTEGRATED DERMATOLOGY OF WATERBURY,CLAB.0001114,Clinical Laboratory,ACTIVE,01/25/2024,01/25/2024,03/31/2026,493 HERITAGE ROAD,SOUTHBURY,6488,POINT (-73.225153153 41.490014401),177
929937,APPLE REHAB UNCASVILLE,LIMITED LIABILITY COMPANY (SINGLE MEMBER),APPLE REHAB UNCASVILLE,APPLE REHAB UNCASVILLE,CCNH.0002306,Chronic & Convalescent Nursing Home,ACTIVE,01-10-2008,01-10-2022,09/30/2024,5 RICHARD BROWN DR,UNCASVILLE,6382,POINT (-72.111947961 41.490078988),178
2243839,"ATLANTIC DIAGNOSTIC LABORATORIES, LLC",LIMITED LIABILITY COMPANY,"ATLANTIC DIAGNOSTIC LABORATORIES, LLC","ATLANTIC DIAGNOSTIC LABORATORIES, LLC",CLAB.0000764,Clinical Laboratory,ACTIVE,05-09-2018,01-10-2022,09/30/2024,20 QUIRK RD,MILFORD,6460,POINT (-73.010106018 41.237436985),179
2233112,WESTVIEW ASSISTED LIVING SERVICES AGENCY,CORPORATION,WESTVIEW ASSISTED LIVING SERVICES AGENCY,WESTVIEW ASSISTED LIVING SERVICES AGENCY,ALSA.0000229,Assisted Living Service Agency,ACTIVE,09-07-2021,01-07-2023,06/30/2025,150 WARE RD,DAYVILLE,6241,POINT (-71.872519987 41.881180979),180
1379750,"GUILFORD SURGERY CENTER, LLC",LIMITED LIABILITY COMPANY,"GUILFORD SURGERY CENTER, LLC","GUILFORD SURGERY CENTER, LLC",ASC.0000352,Out-Patient Surgical Facility,ACTIVE,09/19/2016,01-07-2022,06/30/2024,246 GOOSE LN STE 203,GUILFORD,6437,POINT (-72.668160998 41.294051),181
2248473,COMPLETE CARE AT GLENDALE LLC,LIMITED LIABILITY COMPANY,COMPLETE CARE AT GLENDALE LLC,COMPLETE CARE AT GLENDALE LLC,CCNH.0002460,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,02-09-2021,01-09-2021,06/30/2023,4 HAZEL AVE,NAUGATUCK,6770,POINT (-73.037279981 41.468498982),182
2245138,"PRECIPIO, INC.",CORPORATION,"PRECIPIO, INC.","PRECIPIO, INC.",CLAB.0000679,Clinical Laboratory,ACTIVE,10/27/2011,01-04-2023,03/31/2025,"4 SCIENCE PARK, 3RD FLOOR",NEW HAVEN,6511,POINT (-72.928544207 41.323270479),183
2247023,QUEST DIAGNOSTICS,BUSINESS,QUEST DIAGNOSTICS,QUEST DIAGNOSTICS LLC,CLAB.0001040,Clinical Laboratory,ACTIVE,01/19/2021,01-04-2023,03/31/2025,1250 SUMMER ST STE 203,STAMFORD,6905,POINT (-73.541905002 41.061551003),184
2233075,QUEST DIAGNOSTICS LLC,LIMITED LIABILITY COMPANY,QUEST DIAGNOSTICS LLC,QUEST DIAGNOSTICS LLC,CLAB.0000033,Clinical Laboratory,ACTIVE,12-01-1993,01-04-2023,03/31/2025,166 WATERBURY RD,PROSPECT,6712,POINT (-72.996786001 41.525867997),185
2245083,"ACCU REFERENCE MEDICAL LAB, LLC",LIMITED LIABILITY COMPANY,"ACCU REFERENCE MEDICAL LAB, LLC","ACCU REFERENCE MEDICAL LAB, LLC",CLAB.0000980,Clinical Laboratory,ACTIVE,06-05-2019,01-07-2023,06/30/2025,677 SILVER LN,EAST HARTFORD,6118,POINT (-72.614187995 41.763559995),186
2247584,SHMG-PEDIATRIC CENTER,NON-PROFIT CORPORATION,SHMG-PEDIATRIC CENTER,SHMG-PEDIATRIC CENTER,CLAB.0000864,Clinical Laboratory,ACTIVE IN RENEWAL,12/28/1992,01-07-2022,06/30/2024,126 MORGAN ST,STAMFORD,6905,POINT (-73.536486017 41.063406002),187
1692422,SUFFIELD BY THE RIVER,LIMITED LIABILITY COMPANY,SUFFIELD BY THE RIVER,SUFFIELD BY THE RIVER,ALSA.0000213,Assisted Living Service Agency,ACTIVE,09/18/2019,01-07-2023,06/30/2025,7 CANAL RD,SUFFIELD,6078,POINT (-72.610214973 41.984395986),188
1003789,ATRIA GREENRIDGE PLACE,LIMITED LIABILITY COMPANY,ATRIA GREENRIDGE PLACE,ATRIA GREENRIDGE PLACE,ALSA.0000159,Assisted Living Service Agency,ACTIVE,06/22/2011,01-04-2023,03/31/2025,1 ELIZABETH CT,ROCKY HILL,6067,POINT (-72.674240979 41.669006009),189
1384930,ADVANCED CENTER FOR NURSING AND REHABILITATION,LIMITED LIABILITY PARTNERSHIP,ADVANCED CENTER FOR NURSING AND REHABILITATION,ADVANCED CENTER FOR NURSING AND REHABILITATION,CCNH.0002434,Chronic & Convalescent Nursing Home,ACTIVE,10/18/2016,01-10-2022,09/30/2024,169 DAVENPORT AVE,NEW HAVEN,6519,POINT (-72.939176007 41.302891016),190
2088604,ARK HEALTHCARE & REHABILITATION AT GOVERNOR'S HOUSE,LIMITED LIABILITY COMPANY,ARK HEALTHCARE & REHABILITATION AT GOVERNOR'S HOUSE,ARK HEALTHCARE & REHABILITATION AT GOVERNOR'S HOUSE,CCNH.0002456,Chronic & Convalescent Nursing Home,ACTIVE,10/21/2020,01-10-2022,09/30/2024,36 FIRETOWN RD,SIMSBURY,6070,POINT (-72.811459385 41.87293624),191
1377190,"VILLA AT STAMFORD, THE",LIMITED LIABILITY COMPANY,"VILLA AT STAMFORD, THE","VILLA AT STAMFORD, THE",CCNH.0002432,Chronic & Convalescent Nursing Home,ACTIVE,02-09-2016,01-07-2022,06/30/2024,88 ROCK RIMMON RD,STAMFORD,6903,POINT (-73.562320971 41.139600981),192
1361916,"SPRINGS AT WATERMARK 3030 PARK, THE",LIMITED LIABILITY COMPANY,"SPRINGS AT WATERMARK 3030 PARK, THE","SPRINGS AT WATERMARK 3030 PARK, THE",CCNH.0002430,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,06/21/2016,01-04-2022,03/31/2024,3030 PARK AVE,BRIDGEPORT,6604,POINT (-73.217790971 41.198446006),193
2245944,SMILOW - DERBY,CORPORATION,SMILOW - DERBY,SMILOW - DERBY,CLAB.0000954,Clinical Laboratory,ACTIVE,12/16/2004,01-01-2023,12/31/2024,350 SEYMOUR AVE STE 6,DERBY,6418,POINT (-73.090954001 41.337622982),194
930784,WESTVIEW HEALTH CARE CENTER,CORPORATION,WESTVIEW HEALTH CARE CENTER,WESTVIEW HEALTH CARE CENTER,CCNH.000930C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-04-2008,01-04-2022,03/31/2024,150 WARE RD,DAYVILLE,6241,POINT (-71.872519987 41.881180979),195
2280985,Long Ridge Laboratory,CORPORATION,Long Ridge Laboratory,Greenwich Hospital,CLAB.0001068,Clinical Laboratory,ACTIVE IN RENEWAL,08-03-2022,08-03-2022,03/31/2024,260 LONG RIDGE ROAD,STAMFORD,6902,POINT (-73.554719004 41.079387987),196
1607253,"WALLINGFORD ENDOSCOPY CENTER, LLC",LIMITED LIABILITY COMPANY,"WALLINGFORD ENDOSCOPY CENTER, LLC","WALLINGFORD ENDOSCOPY CENTER, LLC",ASC.0000360,Out-Patient Surgical Facility,ACTIVE,12-10-2018,01-10-2022,09/30/2024,863 N MAIN STREET EXT STE 300,WALLINGFORD,6492,POINT (-72.808130986 41.482305988),197
930725,ORCHARDS AT SOUTHINGTON INC.,NON-PROFIT CORPORATION,ORCHARDS AT SOUTHINGTON INC.,"ORCHARDS AT SOUTHINGTON, INC. THE",ALSA.0AL0035,Assisted Living Service Agency,ACTIVE,01-10-2008,01-10-2022,09/30/2024,34 HOBART ST,SOUTHINGTON,6489,POINT (-72.876843984 41.605786007),198
930088,ENDOSCOPY CENTER OF CONNECTICUT LLC,LIMITED LIABILITY COMPANY,ENDOSCOPY CENTER OF CONNECTICUT LLC,"ENDOSCOPY CENTER OF CONNECTICUT, LLC",ASC.0000279,Out-Patient Surgical Facility,ACTIVE,01-01-2010,01-01-2024,12/31/2025,2200 WHITNEY AVE,HAMDEN,6518,POINT (-72.904813976 41.376761986),199
930141,RIVER GLEN HEALTH CARE CENTER,BUSINESS,RIVER GLEN HEALTH CARE CENTER,RIVER GLEN HEALTH CARE CENTER,CCNH.0002280,Chronic & Convalescent Nursing Home,ACTIVE,01-07-2009,01-07-2023,06/30/2025,162 S BRITAIN RD,SOUTHBURY,6488,POINT (-73.237700003 41.462104009),200
2243382,"CT CLINICAL SERVICES, INC.",CORPORATION,"CT CLINICAL SERVICES, INC.",TURNBRIDGE,CLAB.0000873,Clinical Laboratory,ACTIVE,10/18/2013,01-01-2024,12/31/2025,201 ORANGE ST,NEW HAVEN,6510,POINT (-72.922767006 41.306480021),201
930698,BETHEL HEALTH CARE CENTER,LIMITED LIABILITY COMPANY,BETHEL HEALTH CARE CENTER,BETHEL HEALTH CARE CENTER,CCNH.002218C,Chronic & Convalescent Nursing Home,ACTIVE,01-01-2010,01-01-2024,12/31/2025,13 PARK LAWN DR,BETHEL,6801,POINT (-73.397783038 41.423840998),202
929137,EVERGREEN ENDOSCOPY CENTER LLC,LIMITED LIABILITY COMPANY,EVERGREEN ENDOSCOPY CENTER LLC,"EVERGREEN ENDOSCOPY CENTER, LLC",ASC.0000324,Out-Patient Surgical Facility,ACTIVE,05-02-2009,01-01-2023,12/31/2024,2400 TAMARACK AVE STE 100,SOUTH WINDSOR,6074,POINT (-72.5550592 41.81919844),203
2394806,COMPLETE CARE AT KIMBERLY HALL SOUTH,LIMITED LIABILITY COMPANY,COMPLETE CARE AT KIMBERLY HALL SOUTH,COMPLETE CARE AT KIMBERLY HALL SOUTH,CCNH.0002478,Chronic & Convalescent Nursing Home,ACTIVE,11/15/2022,11/15/2022,09/30/2024,1 EMERSON DR,WINDSOR,6095,POINT (-72.666716 41.837849405),204
2247077,"HHC PHYSICIAN SERVICES, LLC",LIMITED LIABILITY PARTNERSHIP,"HHC PHYSICIAN SERVICES, LLC","HHC PHYSICIAN SERVICES, LLC",CLAB.0001045,Clinical Laboratory,ACTIVE,01-04-2021,01-04-2023,03/31/2025,2200 WHITNEY AVE STE 215,HAMDEN,6518,POINT (-72.904813976 41.376761986),205
930723,CARE LINK CORPORATION,NON-PROFIT CORPORATION,CARE LINK CORPORATION,CARE LINK CORPORATION,ALSA.0AL0032,Assisted Living Service Agency,ACTIVE,01-10-2008,01-10-2022,09/30/2024,580 LONG HILL AVE,SHELTON,6484,POINT (-73.092501971 41.282243999),206
1387049,PARKWAY PAVILION HEALTH AND REHABILITATION CENTER,LIMITED LIABILITY PARTNERSHIP,PARKWAY PAVILION HEALTH AND REHABILITATION CENTER,PARKWAY PAVILION HEALTH AND REHABILITATION CENTER,CCNH.0002435,Chronic & Convalescent Nursing Home,ACTIVE,10/31/2016,01-10-2022,09/30/2024,1157 ENFIELD STREET,ENFIELD,6082,POINT (-72.591631037 41.986734998),207
2501084,GENCO LABS LLC,LIMITED LIABILITY COMPANY,GENCO LABS LLC,GENCO LABS LLC,CLAB.0001098,Clinical Laboratory,ACTIVE,07/20/2023,07/20/2023,07/31/2025,"7 Sycamore Way, Unit 9",Branford,6405,POINT (-72.756726031 41.300828984),208
2497050,HAVENCARE AT HANCOCK HALL,LIMITED LIABILITY COMPANY,HAVENCARE AT HANCOCK HALL,HAVENCARE AT HANCOCK HALL,CCNH.0002481,Chronic & Convalescent Nursing Home,ACTIVE,09/13/2023,12-09-2023,06/30/2025,31 STAPLES STREET,DANBURY,6810,POINT (-73.472996034 41.397652999),209
930499,MASONICARE HEALTH CENTER,NON-PROFIT CORPORATION,MASONICARE HEALTH CENTER,MASONICARE HEALTH CENTER,CCNH.000119C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-01-2010,01-01-2022,12/31/2023,22 MASONIC AVE,WALLINGFORD,6492,POINT (-72.836303987 41.463836004),210
930754,CAROLTON CHRONIC & CONVALESCENT HOSPITAL INC.,CORPORATION,CAROLTON CHRONIC & CONVALESCENT HOSPITAL INC.,"CAROLTON CHRONIC & CONVALESCENT HOSPITAL, INC.",CCNH.000606C,Chronic & Convalescent Nursing Home,ACTIVE,01-01-2009,01-01-2023,12/31/2024,400 MILL PLAIN RD,FAIRFIELD,6824,POINT (-73.265373024 41.146494006),211
929511,APPLE REHAB SAYBROOK,CORPORATION,APPLE REHAB SAYBROOK,APPLE REHAB SAYBROOK,CCNH.0002359,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-10-2009,01-10-2021,09/30/2023,1775 BOSTON POST RD,OLD SAYBROOK,6475,POINT (-72.421593989 41.284987019),212
930471,CAMBRIDGE HEALTH AND REHABILITATION CENTER,LIMITED LIABILITY PARTNERSHIP,CAMBRIDGE HEALTH AND REHABILITATION CENTER,CAMBRIDGE HEALTH AND REHABILITATION CENTER,CCNH.0002246,Chronic & Convalescent Nursing Home,ACTIVE,01-01-2009,01-01-2023,12/31/2024,2428 EASTON TPKE,FAIRFIELD,6825,POINT (-73.245351004 41.212249995),213
930159,COUNTRYSIDE MANOR OF BRISTOL,LIMITED LIABILITY COMPANY,COUNTRYSIDE MANOR OF BRISTOL,COUNTRYSIDE MANOR OF BRISTOL,CCNH.0002285,Chronic & Convalescent Nursing Home,ACTIVE,01-07-2009,01-07-2023,06/30/2025,1660 STAFFORD AVE,BRISTOL,6010,POINT (-72.913684963 41.721025986),214
2236228,AMERICAN RED CROSS BLOOD SERVICES,NON-PROFIT CORPORATION,AMERICAN RED CROSS BLOOD SERVICES,"AMERICAN RED CROSS BLOOD SERVICES, CONNECTICUT REGION",CLAB.0000162,Clinical Laboratory,ACTIVE,12/26/2003,01-01-2024,12/31/2025,209 FARMINGTON AVE,FARMINGTON,6032,POINT (-72.791524005 41.736873985),215
1279043,CIVITA CARE CENTER AT MILFORD,LIMITED LIABILITY PARTNERSHIP,CIVITA CARE CENTER AT MILFORD,CIVITA CARE CENTER AT MILFORD,CCNH.0002410,Chronic & Convalescent Nursing Home,ACTIVE,01-04-2015,01-04-2023,03/31/2025,2028 BRIDGEPORT AVE,MILFORD,6460,POINT (-73.066832221 41.217172353),216
930301,ASSISTED LIVING SERVICE AGENCY OF NEW CANAAN,NON-PROFIT CORPORATION,ASSISTED LIVING SERVICE AGENCY OF NEW CANAAN,ASSISTED LIVING SERVICE AGENCY OF NEW CANAAN,ALSA.0000071,Assisted Living Service Agency,ACTIVE,01-10-2009,01-10-2023,09/30/2025,3 FARM RD,NEW CANAAN,6840,POINT (-73.49236896 41.128051011),217
2245375,WREN LABORATORIES LLC,LIMITED LIABILITY COMPANY,WREN LABORATORIES LLC,WREN LABORATORIES LLC,CLAB.0000996,Clinical Laboratory,ACTIVE,07/14/2014,01-10-2023,09/30/2025,688 E MAIN ST,BRANFORD,6405,POINT (-72.756311965 41.305266992),218
1808047,"CONNECTICUT ORTHOPAEDIC SURGERY  CENTER, LLC",LIMITED LIABILITY COMPANY,"CONNECTICUT ORTHOPAEDIC SURGERY  CENTER, LLC","CONNECTICUT ORTHOPAEDIC SURGERY CENTER , LLC",ASC.0000366,Out-Patient Surgical Facility,ACTIVE,03-12-2019,01-10-2023,09/30/2025,205 SUB WAY,MILFORD,6461,POINT (-73.087524964 41.215137016),219
930677,BICKFORD HEALTH CARE CENTER,NON-PROFIT CORPORATION,BICKFORD HEALTH CARE CENTER,BICKFORD HEALTH CARE CENTER,CCNH.002178C,Chronic & Convalescent Nursing Home,ACTIVE,01-04-2009,01-04-2023,03/31/2025,14 MAIN ST,WINDSOR LOCKS,6096,POINT (-72.62858098 41.926738006),220
2237581,QUEST DIAGNOSTICS,LIMITED LIABILITY COMPANY,QUEST DIAGNOSTICS,QUEST DIAGNOSTICS LLC,CLAB.0000375,Clinical Laboratory,ACTIVE,06-07-1993,01-04-2023,03/31/2025,7 GERMANTOWN RD,DANBURY,6810,POINT (-73.436253878 41.408890616),221
929131,BAL TRUMBULL LLC,LIMITED LIABILITY COMPANY,BAL TRUMBULL LLC,BAL TRUMBULL LLC,ALSA.0000143,Assisted Living Service Agency,ACTIVE,02-12-2008,01-10-2022,09/30/2024,2750 RESERVOIR AVE,TRUMBULL,6611,POINT (-73.194341004 41.238415992),222
929133,BAL MILFORD LLC,LIMITED LIABILITY COMPANY,BAL MILFORD LLC,Carriage Green at Milford,ALSA.0000141,Assisted Living Service Agency,ACTIVE,02-12-2008,01-10-2022,09/30/2024,77 PLAINS RD,MILFORD,6461,POINT (-73.075516966 41.223164993),223
930902,"SUFFIELD HOUSE, THE",CORPORATION,"SUFFIELD HOUSE, THE","SUFFIELD HOUSE, THE",CCNH.002075C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-04-2010,01-04-2022,03/31/2024,1 CANAL RD,SUFFIELD,6078,POINT (-72.611695972 41.983567016),224
929860,"WATERBURY SURGERY CENTER, LLC",LIMITED LIABILITY COMPANY,"WATERBURY SURGERY CENTER, LLC","WATERBURY SURGERY CENTER, LLC",ASC.0000284,Out-Patient Surgical Facility,ACTIVE,01-10-2008,01-10-2022,09/30/2024,1312 W MAIN ST STE 101,WATERBURY,6708,POINT (-73.06570402 41.551447009),225
1662864,BRIGHTVIEW SHELTON,LIMITED LIABILITY COMPANY,BRIGHTVIEW SHELTON,BRIGHTVIEW SHELTON,ALSA.0000211,Assisted Living Service Agency,ACTIVE,05/28/2019,01-04-2023,03/31/2025,30 BEARD SAWMILL RD,SHELTON,6484,POINT (-73.120286191 41.278451912),226
1262010,AUTUMN LAKE HEALTHCARE AT CROMWELL,LIMITED LIABILITY COMPANY,AUTUMN LAKE HEALTHCARE AT CROMWELL,AUTUMN LAKE HEALTHCARE AT CROMWELL,CCRH.0002343,Chronic & Convalescent Nursing Homes and Rest Home with Nursing Supervision,ACTIVE,09-01-2015,01-01-2023,12/31/2024,385 MAIN ST,CROMWELL,6416,POINT (-72.64645646 41.601098799),227
930678,FRESH RIVER HEALTHCARE,LIMITED LIABILITY COMPANY,FRESH RIVER HEALTHCARE,FRESH RIVER HEALTHCARE,CCNH.002219C,Chronic & Convalescent Nursing Home,ACTIVE,01-04-2009,01-04-2023,03/31/2025,96 PROSPECT HILL RD,EAST WINDSOR,6088,POINT (-72.604924986 41.925460981),228
930630,TOUCHPOINTS AT BLOOMFIELD,LIMITED LIABILITY COMPANY,TOUCHPOINTS AT BLOOMFIELD,TOUCHPOINTS AT BLOOMFIELD,CCNH.002221C,Chronic & Convalescent Nursing Home,ACTIVE,01-04-2009,01-04-2023,03/31/2025,140 PARK AVE,BLOOMFIELD,6002,POINT (-72.703026027 41.824225989),229
930901,BEECHWOOD,CORPORATION,BEECHWOOD,BEECHWOOD,CCNH.002077C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-04-2010,01-04-2022,03/31/2024,31 VAUXHALL ST,NEW LONDON,6320,POINT (-72.104099985 41.361615007),230
930026,DUNCASTER ASSISTED LIVING SERVICES AGENCY,CORPORATION,DUNCASTER ASSISTED LIVING SERVICES AGENCY,"DUNCASTER, INC.",ALSA.0000080,Assisted Living Service Agency,ACTIVE,01-07-2008,01-07-2022,06/30/2024,40 LOEFFLER RD,BLOOMFIELD,6002,POINT (-72.765459734 41.828735788),231
